"","id","site","year","trt","hatch","alive","yday"
"482","119g15","119",2015,1,200,1,201
"483","119g15","119",2015,1,200,1,202
"484","119g15","119",2015,1,200,1,203
"485","119g15","119",2015,1,200,1,204
"486","119g15","119",2015,1,200,1,205
"487","119g15","119",2015,1,200,1,206
"488","119g15","119",2015,1,200,1,207
"489","119g15","119",2015,1,200,1,208
"490","119g15","119",2015,1,200,1,209
"491","119g15","119",2015,1,200,1,210
"492","119g15","119",2015,1,200,1,211
"493","119g15","119",2015,1,200,1,212
"494","119g15","119",2015,1,200,1,213
"495","119g15","119",2015,1,200,1,214
"496","119g15","119",2015,1,200,1,215
"497","119g15","119",2015,1,200,1,216
"498","119g15","119",2015,1,200,1,217
"499","119g15","119",2015,1,200,1,218
"500","119g15","119",2015,1,200,1,219
"501","119g15","119",2015,1,200,1,220
"502","119g15","119",2015,1,200,1,221
"503","119g15","119",2015,1,200,1,222
"504","119g15","119",2015,1,200,1,223
"505","119g15","119",2015,1,200,1,224
"506","119g15","119",2015,1,200,1,225
"507","119g15","119",2015,1,200,1,226
"508","119g15","119",2015,1,200,1,227
"509","119g15","119",2015,1,200,1,228
"510","119g15","119",2015,1,200,1,229
"511","119r14","119",2014,1,191,1,191
"512","119r14","119",2014,1,191,1,192
"513","119r14","119",2014,1,191,1,193
"514","119r14","119",2014,1,191,1,194
"515","119r14","119",2014,1,191,1,195
"516","119r14","119",2014,1,191,1,196
"517","119r14","119",2014,1,191,1,197
"518","119r14","119",2014,1,191,1,198
"519","119r14","119",2014,1,191,1,199
"520","119r14","119",2014,1,191,1,200
"521","119r14","119",2014,1,191,1,201
"522","119r14","119",2014,1,191,1,202
"523","119r14","119",2014,1,191,1,203
"524","119r14","119",2014,1,191,1,204
"525","119r14","119",2014,1,191,1,205
"526","119r14","119",2014,1,191,1,206
"527","119r14","119",2014,1,191,1,207
"528","119r14","119",2014,1,191,1,208
"529","119r14","119",2014,1,191,1,209
"530","119r14","119",2014,1,191,1,210
"531","119r14","119",2014,1,191,1,211
"532","119r14","119",2014,1,191,1,212
"533","119r14","119",2014,1,191,1,213
"534","119r14","119",2014,1,191,1,214
"535","119r14","119",2014,1,191,1,215
"536","119r14","119",2014,1,191,1,216
"537","119r14","119",2014,1,191,1,217
"538","119r14","119",2014,1,191,1,218
"539","119r14","119",2014,1,191,1,219
"540","119r14","119",2014,1,191,1,220
"541","119r15","119",2015,0,199,1,199
"542","119r15","119",2015,0,199,1,200
"543","119r15","119",2015,0,199,1,201
"544","119r15","119",2015,0,199,1,202
"545","119r15","119",2015,0,199,1,203
