ind,nest,chick,treatment,survival,brood,hatch,sex,year,cond,asynchrony,july,age,weight,tarsus,headbill,culmen,tc,tarsusratio,runt2,runt3,runt4,runt,c,y
85r14,85,red,1,1,4,3,m,2014,d,0,13,27,497,47,62,24,16,10.57,1,1,0,0,r,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,22,417,46.5,59,23,15.5,8.97,1,1,0,0,r,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,16,407,41,55,18,13.5,9.93,1,1,0,0,r,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,11,234,33.5,48,18,12,6.99,1,1,0,0,r,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,6,89,24,39,15.5,NA,3.71,1,1,0,0,r,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,1,32,16.5,31.5,12,NA,1.94,1,1,0,0,r,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,29,463,47,61,23,16,9.85,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,25,498,46.5,58.5,23,16,10.71,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,20,399,43,57.2,21.5,15,9.28,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,15,241,36,50.5,19,14,6.69,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,10,135,27.5,44,17.5,11.5,4.91,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,5,69,21,36.5,13,NA,3.29,1,0,0,0,g,14
88g14,88,green,0,1,2,2,m,2014,d,3,12,2,36,18,34.5,13,NA,2,1,0,0,0,g,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,31,614,47.5,61,22,16.5,12.93,0,0,0,0,b,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,26,544,48,61.5,23,16,11.33,0,0,0,0,b,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,23,483,47,60,22.5,15,10.28,0,0,0,0,b,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,14,339,33.5,52,19,13.5,10.12,0,0,0,0,b,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,8,147,30.5,43.5,16,NA,4.82,0,0,0,0,b,14
100b14,100,blue,1,1,4,1,m,2014,d,0,10,4,53,21.5,36,14,NA,2.47,0,0,0,0,b,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,31,595,47,61,22.5,18.5,12.66,1,0,0,0,g,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,26,544,45.5,61.5,21,15.5,11.96,1,0,0,0,g,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,23,534,47,60,22.5,15,11.36,1,0,0,0,g,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,14,369,35.5,48,18,12.5,10.39,1,0,0,0,g,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,8,163,32,44,17,NA,5.09,1,0,0,0,g,14
100g14,100,green,1,1,4,2,m,2014,d,0,10,4,52,21,33,13.5,NA,2.48,1,0,0,0,g,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,30,831,53.5,65,25.5,18.5,15.53,1,1,0,0,r,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,25,741,50,64.5,26,18.25,14.82,1,1,0,0,r,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,22,671,53,64,24,17,12.66,1,1,0,0,r,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,13,400,36.5,44.5,16.5,12.5,10.96,1,1,0,0,r,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,7,157,31,45,18.5,NA,5.06,1,1,0,0,r,14
100r14,100,red,1,1,4,3,f,2014,d,1,11,3,48,19,35,13.5,NA,2.53,1,1,0,0,r,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,29,860,51.5,66,23,18,16.7,1,1,1,1,bk,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,24,736,51,65,24,17.5,14.43,1,1,1,1,bk,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,21,649,50.5,63,22,15.5,12.85,1,1,1,1,bk,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,12,359,34,40,14.5,13.5,10.56,1,1,1,1,bk,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,6,116,26,41,15,NA,4.46,1,1,1,1,bk,14
100bk14,100,black,1,1,4,4,f,2014,d,2,12,2,32,16.5,32.5,11.5,NA,1.94,1,1,1,1,bk,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,32,652,50,67,27,19.5,13.04,0,0,0,0,b,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,28,596,53,66,26.5,19.5,11.25,0,0,0,0,b,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,20,590,50,62,24,17.5,11.8,0,0,0,0,b,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,15,478,41,55,22,15.5,11.66,0,0,0,0,b,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,10,215,30,46,17,12.3,7.17,0,0,0,0,b,14
119b14,119,blue,0,1,3,1,f,2014,d,0,13,5,63,20.5,37.5,14.5,NA,3.07,0,0,0,0,b,14
119g14,119,green,0,0,3,2,m,2014,d,1,14,27,500,50,63,25.5,18.5,10,1,0,0,0,g,14
119g14,119,green,0,0,3,2,m,2014,d,1,14,19,520,47.5,60,23,16.5,10.95,1,0,0,0,g,14
119g14,119,green,0,0,3,2,m,2014,d,1,14,14,410,37.5,54,19.5,14,10.93,1,0,0,0,g,14
119g14,119,green,0,0,3,2,m,2014,d,1,14,9,174,27.5,44.5,17.5,12,6.33,1,0,0,0,g,14
119g14,119,green,0,0,3,2,m,2014,d,1,14,4,49,18.5,35,14,NA,2.65,1,0,0,0,g,14
119r14,119,red,0,0,3,3,m,2014,d,3,16,25,329,45,58.5,23,15.5,7.31,1,1,0,1,r,14
119r14,119,red,0,0,3,3,m,2014,d,3,16,17,379,42.5,54.5,20,14,8.92,1,1,0,1,r,14
119r14,119,red,0,0,3,3,m,2014,d,3,16,12,298,35,50,18,13,8.51,1,1,0,1,r,14
119r14,119,red,0,0,3,3,m,2014,d,3,16,7,121,24.5,40,15,11,4.94,1,1,0,1,r,14
119r14,119,red,0,0,3,3,m,2014,d,3,16,2,39,18,34,12.5,NA,2.17,1,1,0,1,r,14
130g15,130,green,1,1,4,1,f,2015,w,0,13,5,75,NA,NA,NA,NA,NA,0,0,0,0,g,15
130g15,130,green,1,1,4,1,f,2015,w,0,13,10,210,31,NA,NA,NA,NA,0,0,0,0,g,15
130g15,130,green,1,1,4,1,f,2015,w,0,13,15,409,53,NA,NA,NA,NA,0,0,0,0,g,15
130g15,130,green,1,1,4,1,f,2015,w,0,13,21,727,50.5,NA,NA,NA,NA,0,0,0,0,g,15
130g15,130,green,1,1,4,1,f,2015,w,0,13,25,872,53.5,NA,NA,NA,NA,0,0,0,0,g,15
130g15,130,green,1,1,4,1,f,2015,w,0,13,30,817,NA,NA,NA,NA,NA,0,0,0,0,g,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,2,29,NA,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,8,97,20,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,11,227,32,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,16,451,44.5,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,20,626,NA,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,26,718,53,NA,NA,NA,NA,0,0,0,0,r,15
4r15,4,red,1,1,3,1,f,2015,w,0,11,30,778,50,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,4,51,19,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,8,156,30,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,15,422,43.5,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,22,708,52,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,25,848,54,NA,NA,NA,NA,0,0,0,0,r,15
8r15,8,red,1,NA,3,1,f,2015,w,0,13,30,891,NA,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,4,58,17,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,11,233,32.5,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,15,390,43.5,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,20,559,48,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,26,753,52,NA,NA,NA,NA,0,0,0,0,r,15
30r15,30,red,1,1,3,1,f,2015,w,0,16,30,864,55,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,7,98,21,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,12,263,35,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,16,417,42,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,21,605,46,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,25,645,50.5,NA,NA,NA,NA,0,0,0,0,r,15
1r15,1,red,0,1,3,1,f,2015,w,0,15,33,863,52,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,1,33,NA,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,5,88,18,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,10,237,30,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,15,440,43,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,21,727,51,NA,NA,NA,NA,0,0,0,0,r,15
33r15,33,red,1,1,2,1,f,2015,w,0,13,30,781,52,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,4,56,16.5,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,8,159,27,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,14,415,42,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,21,697,49,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,24,729,50,NA,NA,NA,NA,0,0,0,0,r,15
89r15,89,red,0,1,2,1,f,2015,w,0,16,29,811,50,NA,NA,NA,NA,0,0,0,0,r,15
19r15,19,red,0,1,4,1,m,2015,w,0,21,1,29,NA,NA,NA,NA,NA,0,0,0,0,r,15
19r15,19,red,0,1,4,1,m,2015,w,0,21,6,86,19.5,NA,NA,NA,NA,0,0,0,0,r,15
19r15,19,red,0,1,4,1,m,2015,w,0,21,15,288,38.5,NA,NA,NA,NA,0,0,0,0,r,15
19r15,19,red,0,1,4,1,m,2015,w,0,21,25,576,44,NA,NA,NA,NA,0,0,0,0,r,15
19r15,19,red,0,1,4,1,m,2015,w,0,21,29,598,44.5,NA,NA,NA,NA,1,0,0,0,r,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,5,74,20,NA,NA,NA,NA,0,0,0,0,g,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,10,200,32,NA,NA,NA,NA,0,0,0,0,g,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,15,346,39.5,NA,NA,NA,NA,0,0,0,0,g,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,20,446,44,NA,NA,NA,NA,0,0,0,0,g,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,25,506,40.5,NA,NA,NA,NA,0,0,0,0,g,15
67g15,67,green,0,1,4,1,m,2015,w,0,14,30,474,45,NA,NA,NA,NA,0,0,0,0,g,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,3,49,18.24,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,7,120,26,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,12,262,38.5,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,16,425,44.5,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,20,535,55.5,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,26,557,49,NA,NA,NA,NA,1,0,0,0,b,15
12b15,12,blue,1,1,3,1,m,2015,w,0,10,34,586,46,NA,NA,NA,NA,1,0,0,0,b,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,2,35,NA,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,5,63,20.4,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,8,201,31,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,15,368,41,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,19,461,46,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,25,569,45,NA,NA,NA,NA,0,0,0,0,g,15
95g15,95,green,1,1,3,1,m,2015,w,0,12,29,604,48,NA,NA,NA,NA,0,0,0,0,g,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,4,52,17,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,5,65,19.25,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,9,155,29,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,15,367,40.5,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,20,490,41.5,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,26,601,44,NA,NA,NA,NA,0,0,0,0,r,15
20r15,20,red,1,1,3,1,m,2015,w,0,14,30,581,44,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,5,69,17.5,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,11,223,31,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,16,351,44,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,22,533,45,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,26,558,43.5,NA,NA,NA,NA,0,0,0,0,r,15
59r15,59,red,1,1,3,1,m,2015,w,0,18,30,617,45,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,1,32,NA,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,6,82,21,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,13,305,37,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,17,422,40.5,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,21,559,47,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,28,619,48,NA,NA,NA,NA,0,0,0,0,r,15
72r15,72,red,1,1,3,1,m,2015,w,0,14,32,609,47,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,3,39,16,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,8,97,25,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,14,296,35,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,21,463,41,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,24,564,42,NA,NA,NA,NA,0,0,0,0,r,15
39r15,39,red,0,1,3,1,m,2015,w,0,14,30,611,45.5,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,2,35,NA,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,6,64,18,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,12,184,30,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,15,272,35,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,25,324,42.5,NA,NA,NA,NA,0,0,0,0,r,15
85r15,85,red,0,1,3,1,m,2015,w,0,14,31,553,45,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,4,42,16.0782,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,9,138,25.5,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,15,390,39,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,20,453,44,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,24,561,45.5,NA,NA,NA,NA,0,0,0,0,r,15
75r15,75,red,0,1,3,1,m,2015,w,0,14,29,634,NA,NA,NA,NA,NA,0,0,0,0,r,15
119r15,119,red,0,0,2,1,m,2015,w,0,17,5,64,16,NA,NA,NA,NA,0,0,0,0,r,15
119r15,119,red,0,0,2,1,m,2015,w,0,17,10,191,28,NA,NA,NA,NA,0,0,0,0,r,15
119r15,119,red,0,0,2,1,m,2015,w,0,17,14,342,37,NA,NA,NA,NA,0,0,0,0,r,15
119r15,119,red,0,0,2,1,m,2015,w,0,17,19,523,44,NA,NA,NA,NA,0,0,0,0,r,15
119r15,119,red,0,0,2,1,m,2015,w,0,17,24,584,48,NA,NA,NA,NA,0,0,0,0,r,15
53r15,53,red,0,0,4,1,u,2015,w,0,17,3,39,13,NA,NA,NA,NA,0,0,0,0,r,15
53r15,53,red,0,0,4,1,u,2015,w,0,17,10,154,31,NA,NA,NA,NA,0,0,0,0,r,15
53r15,53,red,0,0,4,1,u,2015,w,0,17,14,303,38,NA,NA,NA,NA,0,0,0,0,r,15
35r15,35,red,0,0,4,1,u,2015,w,0,18,5,71,18.5,NA,NA,NA,NA,0,0,0,0,r,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,4,61,16,NA,NA,NA,NA,1,0,0,0,g,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,10,229,30.5,NA,NA,NA,NA,1,0,0,0,g,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,15,394,45,NA,NA,NA,NA,1,0,0,0,g,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,21,677,50.5,NA,NA,NA,NA,1,0,0,0,g,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,25,762,48,NA,NA,NA,NA,1,0,0,0,g,15
59g15,59,green,1,1,3,2,f,2015,w,1,19,29,829,52,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,1,30,NA,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,7,95,19.5,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,10,218,30.5,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,15,369,43,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,19,494,NA,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,25,530,48,NA,NA,NA,NA,1,0,0,0,g,15
4g15,4,green,1,1,3,2,m,2015,w,1,12,29,518,44,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,3,44,17.5,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,8,126,28,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,14,333,39,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,21,527,48,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,24,619,50,NA,NA,NA,NA,1,0,0,0,g,15
8g15,8,green,1,NA,3,2,m,2015,w,1,14,29,630,NA,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,5,79,21,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,12,308,38,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,16,426,41.5,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,20,553,47,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,27,621,48,NA,NA,NA,NA,1,0,0,0,g,15
72g15,72,green,1,1,3,2,m,2015,w,1,15,31,645,48.5,NA,NA,NA,NA,1,0,0,0,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,3,51,16,NA,NA,NA,NA,0,0,0,1,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,7,131,25.5,NA,NA,NA,NA,0,0,0,1,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,13,316,40,NA,NA,NA,NA,0,0,0,1,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,20,521,44.5,NA,NA,NA,NA,0,0,0,1,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,23,537,44,NA,NA,NA,NA,0,0,0,1,g,15
89g15,89,green,0,1,2,2,m,2015,w,1,17,28,576,43,NA,NA,NA,NA,0,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,4,54,15,NA,NA,NA,NA,1,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,9,164,26,NA,NA,NA,NA,1,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,13,355,39,NA,NA,NA,NA,1,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,18,496,44.5,NA,NA,NA,NA,1,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,23,599,47.5,NA,NA,NA,NA,1,0,0,1,g,15
119g15,119,green,0,1,2,2,m,2015,w,1,18,30,848,51,NA,NA,NA,NA,1,0,0,1,g,15
53g15,53,green,0,0,4,2,u,2015,w,1,18,2,34,13,NA,NA,NA,NA,1,0,0,0,g,15
53g15,53,green,0,0,4,2,u,2015,w,1,18,9,148,27.5,NA,NA,NA,NA,1,0,0,0,g,15
53g15,53,green,0,0,4,2,u,2015,w,1,18,13,325,37,NA,NA,NA,NA,1,0,0,0,g,15
1g15,1,green,0,0,3,2,u,2015,w,1,16,6,74,19,NA,NA,NA,NA,1,0,0,0,g,15
1g15,1,green,0,0,3,2,u,2015,w,1,16,11,195,31.5,NA,NA,NA,NA,1,0,0,0,g,15
75g15,75,green,0,0,3,2,u,2015,w,1,15,3,36,14.351,NA,NA,NA,NA,1,0,0,0,g,15
75g15,75,green,0,0,3,2,u,2015,w,1,15,8,111,22,NA,NA,NA,NA,1,0,0,0,g,15
75g15,75,green,0,0,3,2,u,2015,w,1,15,14,237,31.5,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,3,37,15.5,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,8,108,24,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,14,317,38,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,21,623,48,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,24,733,47.5,NA,NA,NA,NA,1,0,0,0,g,15
39g15,39,green,0,1,3,2,f,2015,w,0,14,30,825,55.5,NA,NA,NA,NA,1,0,0,0,g,15
19g15,19,green,0,1,4,2,m,2015,w,0,21,1,29,NA,NA,NA,NA,NA,1,0,0,0,g,15
19g15,19,green,0,1,4,2,m,2015,w,0,21,6,90,19.5,NA,NA,NA,NA,1,0,0,0,g,15
19g15,19,green,0,1,4,2,m,2015,w,0,21,15,219,37,NA,NA,NA,NA,1,0,0,0,g,15
19g15,19,green,0,1,4,2,m,2015,w,0,21,25,570,46,NA,NA,NA,NA,1,0,0,0,g,15
19g15,19,green,0,1,4,2,m,2015,w,0,21,29,634,47,NA,NA,NA,NA,1,0,0,0,g,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,3,33,12.7,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,7,58,19.5,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,12,139,29.5,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,16,290,38,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,20,526,56.5,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,26,570,49,NA,NA,NA,NA,0,0,0,0,r,15
12r15,12,red,1,1,3,2,m,2015,w,0,10,34,639,46.5,NA,NA,NA,NA,0,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,2,34,NA,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,5,72,19.7,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,8,204,32,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,15,362,42,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,19,489,46,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,25,598,46,NA,NA,NA,NA,1,0,0,0,r,15
95r15,95,red,1,1,3,2,m,2015,w,0,12,29,581,49,NA,NA,NA,NA,1,0,0,0,r,15
20b15,20,blue,1,1,3,2,m,2015,w,0,14,4,47,11,NA,NA,NA,NA,1,0,0,0,b,15
