ind,nest,chick,treatment,survival,brood,hatch,sex,year,cond,asynchrony,july,age,weight,tarsus,headbill,culmen,tc,tarsusratio,runt2,runt3,runt4,runt,c,y
7r13,7,red,0,1,4,1,m,2013,d,0,10,28,660,NA,NA,NA,NA,NA,0,0,0,0,r,13
7r13,7,red,0,1,4,1,m,2013,d,0,10,22,584,NA,NA,NA,NA,NA,0,0,0,0,r,13
7r13,7,red,0,1,4,1,m,2013,d,0,10,17,428,NA,NA,NA,NA,NA,0,0,0,0,r,13
7r13,7,red,0,1,4,1,m,2013,d,0,10,13,298,NA,NA,NA,NA,NA,0,0,0,0,r,13
7r13,7,red,0,1,4,1,m,2013,d,0,10,9,178,NA,NA,NA,NA,NA,0,0,0,0,r,13
85g13,85,green,1,1,2,2,m,2013,d,2,22,23,490,NA,NA,NA,NA,NA,1,0,0,0,g,13
85g13,85,green,1,1,2,2,m,2013,d,2,22,17,435,NA,NA,NA,NA,NA,1,0,0,0,g,13
85g13,85,green,1,1,2,2,m,2013,d,2,22,12,295,NA,NA,NA,NA,NA,1,0,0,0,g,13
85g13,85,green,1,1,2,2,m,2013,d,2,22,7,123,NA,NA,NA,NA,NA,1,0,0,0,g,13
85r13,85,red,1,1,2,1,m,2013,d,0,20,25,553,NA,NA,NA,NA,NA,0,0,0,0,r,13
85r13,85,red,1,1,2,1,m,2013,d,0,20,19,535,NA,NA,NA,NA,NA,0,0,0,0,r,13
85r13,85,red,1,1,2,1,m,2013,d,0,20,14,385,NA,NA,NA,NA,NA,0,0,0,0,r,13
85r13,85,red,1,1,2,1,m,2013,d,0,20,9,179,NA,NA,NA,NA,NA,0,0,0,0,r,13
8b13,8,blue,0,1,4,3,m,2013,d,3,16,27,636,NA,NA,NA,NA,NA,1,1,0,0,b,13
8b13,8,blue,0,1,4,3,m,2013,d,3,16,21,635,NA,NA,NA,NA,NA,1,1,0,0,b,13
8b13,8,blue,0,1,4,3,m,2013,d,3,16,13,383,NA,NA,NA,NA,NA,1,1,0,0,b,13
8b13,8,blue,0,1,4,3,m,2013,d,3,16,6,135,NA,NA,NA,NA,NA,1,1,0,0,b,13
8bk13,8,black,0,1,4,4,f,2013,d,4,17,26,832,NA,NA,NA,NA,NA,1,1,1,1,bk,13
8bk13,8,black,0,1,4,4,f,2013,d,4,17,20,785,NA,NA,NA,NA,NA,1,1,1,1,bk,13
8bk13,8,black,0,1,4,4,f,2013,d,4,17,12,364,NA,NA,NA,NA,NA,1,1,1,1,bk,13
8bk13,8,black,0,1,4,4,f,2013,d,4,17,5,96,NA,NA,NA,NA,NA,1,1,1,1,bk,13
8g13,8,green,0,1,4,2,m,2013,d,1,14,29,630,NA,NA,NA,NA,NA,1,0,0,0,g,13
8g13,8,green,0,1,4,2,m,2013,d,1,14,23,628,NA,NA,NA,NA,NA,1,0,0,0,g,13
8g13,8,green,0,1,4,2,m,2013,d,1,14,15,425,NA,NA,NA,NA,NA,1,0,0,0,g,13
8g13,8,green,0,1,4,2,m,2013,d,1,14,8,182,NA,NA,NA,NA,NA,1,0,0,0,g,13
8r13,8,red,0,1,4,1,f,2013,d,0,13,30,920,NA,NA,NA,NA,NA,0,0,0,0,r,13
8r13,8,red,0,1,4,1,f,2013,d,0,13,24,867,NA,NA,NA,NA,NA,0,0,0,0,r,13
8r13,8,red,0,1,4,1,f,2013,d,0,13,16,550,NA,NA,NA,NA,NA,0,0,0,0,r,13
8r13,8,red,0,1,4,1,f,2013,d,0,13,9,218,NA,NA,NA,NA,NA,0,0,0,0,r,13
20b14,20,blue,0,1,4,1,m,2014,d,0,11,31,659,48,63,23,18,13.73,0,0,0,0,b,14
20b14,20,blue,0,1,4,1,m,2014,d,0,11,26,559,48.5,61,23.5,17,11.53,0,0,0,0,b,14
20b14,20,blue,0,1,4,1,m,2014,d,0,11,21,484,45.5,59,22.5,16.5,10.64,0,0,0,0,b,14
20b14,20,blue,0,1,4,1,m,2014,d,0,11,16,389,41.5,55,21,15.5,9.37,0,0,0,0,b,14
20b14,20,blue,0,1,4,1,m,2014,d,0,11,11,228,34,47,17.5,12,6.71,0,0,0,0,b,14
20b14,20,blue,0,1,4,1,m,2014,d,0,11,2,32,15,31,10.5,NA,2.13,0,0,0,0,b,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,30,642,46,63.5,23,18.5,13.96,1,0,0,0,g,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,25,570,49.5,61.5,22.5,17,11.52,1,0,0,0,g,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,20,482,41.5,59.5,25,15.5,11.61,1,0,0,0,g,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,15,372,40,54,20,15,9.3,1,0,0,0,g,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,10,176,30.5,46,17,12,5.77,1,0,0,0,g,14
20g14,20,green,0,1,4,2,m,2014,d,1,12,1,32,15.5,32,12,NA,2.06,1,0,0,0,g,14
20r14,20,red,0,1,4,3,m,2014,d,2,13,29,648,44,64,23.5,18,14.73,1,1,0,0,r,14
20r14,20,red,0,1,4,3,m,2014,d,2,13,24,574,47.5,51.5,23,17,12.08,1,1,0,0,r,14
20r14,20,red,0,1,4,3,m,2014,d,2,13,19,493,41.5,58,23,16,11.88,1,1,0,0,r,14
20r14,20,red,0,1,4,3,m,2014,d,2,13,14,354,36,54,20,14.5,9.83,1,1,0,0,r,14
20r14,20,red,0,1,4,3,m,2014,d,2,13,9,209,30,46,18,12,6.97,1,1,0,0,r,14
20bk14,20,black,0,0,4,4,u,2014,d,5,16,21,350,41,58,22,15,8.54,1,1,1,1,bk,14
20bk14,20,black,0,0,4,4,u,2014,d,5,16,16,249,34,54.5,19.5,15,7.32,1,1,1,1,bk,14
20bk14,20,black,0,0,4,4,u,2014,d,5,16,11,168,25.5,46.5,18,12,6.59,1,1,1,1,bk,14
20bk14,20,black,0,0,4,4,u,2014,d,5,16,6,75,21,38.5,15,11,3.57,1,1,1,1,bk,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,32,608,54.5,66,26,18.5,11.16,0,0,0,0,b,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,25,773,52,65.5,26.5,18,14.87,0,0,0,0,b,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,20,678,48,60,22.5,17.5,14.13,0,0,0,0,b,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,15,467,41,56.1,21.1,15.6,11.39,0,0,0,0,b,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,10,249,36,48.5,19,NA,6.92,0,0,0,0,b,14
28b14,28,blue,0,1,4,1,f,2014,d,0,11,5,87,23,38,15,NA,3.78,0,0,0,0,b,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,31,416,47,61.5,23,17,8.85,1,1,0,0,r,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,24,544,48,59,22.5,15.5,11.33,1,1,0,0,r,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,19,478,44,56,21.5,15,10.86,1,1,0,0,r,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,14,307,39.7,50.1,19.2,12.9,7.73,1,1,0,0,r,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,9,173,34.5,45,17,NA,5.01,1,1,0,0,r,14
28r14,28,red,0,1,4,3,m,2014,d,1,12,4,60,20.5,36.5,14,NA,2.93,1,1,0,0,r,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,30,536,49.5,60,23,17,10.83,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,25,435,48,58,23.5,16.5,9.06,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,20,509,45,59,23,16,11.31,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,15,452,43,56,20,15,10.51,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,10,268,40,48,18.5,NA,6.7,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,5,109,24,39.5,15,NA,4.54,0,0,0,0,b,14
33b14,33,blue,0,1,3,1,m,2014,d,0,11,2,49,19,36.5,13,NA,2.58,0,0,0,0,b,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,25,456,52.5,61,23,16.5,8.69,1,1,0,1,r,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,20,605,49,64,23,17,12.35,1,1,0,1,r,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,15,487,44,57,21.5,15,11.07,1,1,0,1,r,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,10,260,40,48,18.5,NA,6.5,1,1,0,1,r,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,5,100,24,39.5,15,NA,4.17,1,1,0,1,r,14
33r14,33,red,0,0,3,3,u,2014,d,1,12,2,45,21,35,13,NA,2.14,1,1,0,1,r,14
35b14,35,blue,1,1,4,1,f,2014,d,0,16,30,710,52,63,23,17.5,13.65,0,0,0,0,b,14
35b14,35,blue,1,1,4,1,f,2014,d,0,16,24,548,46,62,23,17.5,11.91,0,0,0,0,b,14
35b14,35,blue,1,1,4,1,f,2014,d,0,16,19,389,43,56,20,14.5,9.05,0,0,0,0,b,14
35b14,35,blue,1,1,4,1,f,2014,d,0,16,14,251,33,50.5,18.5,14,7.61,0,0,0,0,b,14
35b14,35,blue,1,1,4,1,f,2014,d,0,16,4,53,21,36.5,14,NA,2.52,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,31,526,47,62,22.5,17.5,11.19,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,29,571,47.5,63,25,18,12.02,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,21,486,43,59.5,21,14.5,11.3,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,16,406,41,54,19,13.5,9.9,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,11,220,31,46,17,12.5,7.1,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,6,70,22,37,14,NA,3.18,0,0,0,0,b,14
44b14,44,blue,0,1,4,1,m,2014,d,0,14,1,34,16,31.5,13,NA,2.13,0,0,0,0,b,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,31,744,52,69,26.5,19.5,14.31,1,0,0,0,g,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,29,764,53,65.5,25.5,19,14.42,1,0,0,0,g,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,21,603,46.5,63,22,17,12.97,1,0,0,0,g,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,16,477,41,55.5,20,14.5,11.63,1,0,0,0,g,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,11,232,30,45.5,16.5,12.5,7.73,1,0,0,0,g,14
44g14,44,green,0,1,4,2,f,2014,d,0,14,6,63,20,37,14,NA,3.15,1,0,0,0,g,14
47b14,47,blue,1,1,4,1,m,2014,d,0,12,24,511,49.5,49.5,61,24,10.32,0,0,0,0,b,14
47b14,47,blue,1,1,4,1,m,2014,d,0,12,19,485,45.5,45.5,59.5,25,10.66,0,0,0,0,b,14
47b14,47,blue,1,1,4,1,m,2014,d,0,12,14,369,40,40,51,19,9.23,0,0,0,0,b,14
47b14,47,blue,1,1,4,1,m,2014,d,0,12,9,191,32,32,43,16.5,5.97,0,0,0,0,b,14
47b14,47,blue,1,1,4,1,m,2014,d,0,12,4,58,21,21,36.5,14,2.76,0,0,0,0,b,14
47g14,47,green,1,1,4,2,f,2014,d,0,12,24,730,54.5,65.5,24,17,13.39,1,0,0,0,g,14
47g14,47,green,1,1,4,2,f,2014,d,0,12,19,645,45,63,25,16.5,14.33,1,0,0,0,g,14
47g14,47,green,1,1,4,2,f,2014,d,0,12,14,415,43.5,55,21,14.5,9.54,1,0,0,0,g,14
47g14,47,green,1,1,4,2,f,2014,d,0,12,9,186,31.5,44.5,17,NA,5.9,1,0,0,0,g,14
47g14,47,green,1,1,4,2,f,2014,d,0,12,4,53,20.5,37,14,NA,2.59,1,0,0,0,g,14
47r14,47,red,1,1,4,3,f,2014,d,1,13,23,668,54,64.5,24.5,18.5,12.37,1,1,0,0,r,14
47r14,47,red,1,1,4,3,f,2014,d,1,13,18,563,44,61.5,23.5,17,12.8,1,1,0,0,r,14
47r14,47,red,1,1,4,3,f,2014,d,1,13,13,386,40,54.5,21,15,9.65,1,1,0,0,r,14
47r14,47,red,1,1,4,3,f,2014,d,1,13,8,165,30.5,44,16.5,NA,5.41,1,1,0,0,r,14
47r14,47,red,1,1,4,3,f,2014,d,1,13,3,49,19.5,36,13.5,NA,2.51,1,1,0,0,r,14
47bk14,47,black,1,1,4,4,f,2014,d,2,14,22,548,51,60,24,17,10.75,1,1,1,1,bk,14
47bk14,47,black,1,1,4,4,f,2014,d,2,14,17,498,43.5,58.5,21,15.5,11.45,1,1,1,1,bk,14
47bk14,47,black,1,1,4,4,f,2014,d,2,14,12,285,37,50,19,14,7.7,1,1,1,1,bk,14
47bk14,47,black,1,1,4,4,f,2014,d,2,14,7,118,26,40,15.5,15.5,4.54,1,1,1,1,bk,14
47bk14,47,black,1,1,4,4,f,2014,d,2,14,2,33,18.5,34,13,13,1.78,1,1,1,1,bk,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,29,599,49.5,62,24.5,16,12.1,0,0,0,0,b,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,21,511,49,58.5,24,16,10.43,0,0,0,0,b,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,16,423,43.2,53,20,14.5,9.79,0,0,0,0,b,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,11,235,39,47.5,19,NA,6.03,0,0,0,0,b,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,6,82,22.5,38.5,15,NA,3.64,0,0,0,0,b,14
50b14,50,blue,1,1,4,1,m,2014,d,0,11,3,44,20,32,13,NA,2.2,0,0,0,0,b,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,28,617,48.5,60.5,24.5,17,12.72,1,0,0,0,g,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,20,562,48.5,61,24,16,11.59,1,0,0,0,g,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,15,480,44.5,55.5,20,14.5,10.79,1,0,0,0,g,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,10,262,40.5,46,18.5,NA,6.47,1,0,0,0,g,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,5,95,23,39,15.5,NA,4.13,1,0,0,0,g,14
50g14,50,green,1,1,4,2,m,2014,d,1,12,2,37,21.5,34,14,NA,1.72,1,0,0,0,g,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,27,864,54.5,67.5,25,18.5,15.85,1,1,0,0,r,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,19,648,52,62,26,17,12.46,1,1,0,0,r,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,14,487,42,55,20,15,11.6,1,1,0,0,r,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,9,237,38.5,46,17,NA,6.16,1,1,0,0,r,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,4,77,23,36.5,15,NA,3.35,1,1,0,0,r,14
50r14,50,red,1,1,4,3,f,2014,d,2,13,1,34,19.5,34,12,NA,1.74,1,1,0,0,r,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,30,755,52,68.5,25.5,18.5,14.52,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,26,661,60,67,25,19.5,11.02,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,21,658,47.5,64,24,17.5,13.85,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,16,468,44,58,21,15.5,10.64,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,11,256,37.5,50.5,19,NA,6.83,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,6,82,23,39.5,15.5,NA,3.57,0,0,0,0,b,14
51b14,51,blue,1,1,3,1,f,2014,d,0,10,1,37,16,32,11.5,NA,2.31,0,0,0,0,b,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,30,824,51,17,27,19.5,16.16,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,26,746,51.5,69,27,19,14.49,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,21,664,48.5,65.5,25.5,18,13.69,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,16,469,42.5,59.5,21.5,15.5,11.04,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,11,266,38,51.5,20,NA,7,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,6,86,22.5,40,16.5,NA,3.82,1,0,0,0,g,14
51g14,51,green,1,1,3,2,f,2014,d,0,10,1,35,15,32.5,10.5,NA,2.33,1,0,0,0,g,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,29,562,46.5,NA,24.5,16.5,12.09,1,1,0,1,r,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,25,566,45,63,25,17,12.58,1,1,0,1,r,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,20,479,43,60.5,21.5,16,11.14,1,1,0,1,r,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,15,325,39.5,54.5,20.5,14,8.23,1,1,0,1,r,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,10,195,35,46.5,18,NA,5.57,1,1,0,1,r,14
51r14,51,red,1,1,3,3,m,2014,d,1,11,5,57,22,38,14.5,NA,2.59,1,1,0,1,r,14
67b14,67,blue,1,0,3,1,u,2014,d,0,11,21,516,44.5,59.5,23.5,15,11.6,0,0,0,0,b,14
67b14,67,blue,1,0,3,1,u,2014,d,0,11,16,441,42,56,21.5,15,10.5,0,0,0,0,b,14
67b14,67,blue,1,0,3,1,u,2014,d,0,11,11,255,34.5,49,19,13,7.39,0,0,0,0,b,14
67b14,67,blue,1,0,3,1,u,2014,d,0,11,6,108,25,40.5,15.5,NA,4.32,0,0,0,0,b,14
67b14,67,blue,1,0,3,1,u,2014,d,0,11,3,49,17,33,11.5,NA,2.88,0,0,0,0,b,14
67g14,67,green,1,0,3,2,u,2014,d,0,11,21,487,45.5,58,21.5,14.5,10.7,1,0,0,0,g,14
67g14,67,green,1,0,3,2,u,2014,d,0,11,16,394,40,52,20,14,9.85,1,0,0,0,g,14
67g14,67,green,1,0,3,2,u,2014,d,0,11,11,218,32,46.5,18,12,6.81,1,0,0,0,g,14
67g14,67,green,1,0,3,2,u,2014,d,0,11,6,97,22.5,39,15.5,NA,4.31,1,0,0,0,g,14
67g14,67,green,1,0,3,2,u,2014,d,0,11,3,44,15,32,11,NA,2.93,1,0,0,0,g,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,30,870,54,67.5,27,19,16.11,1,1,0,1,r,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,26,806,51,67,23.5,18,15.8,1,1,0,1,r,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,20,555,48.5,61,22.5,16.5,11.44,1,1,0,1,r,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,15,395,37.5,54,19.5,14,10.53,1,1,0,1,r,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,10,161,29,45.5,17.5,12.5,5.55,1,1,0,1,r,14
67r14,67,red,1,1,3,3,f,2014,d,1,12,5,60,20.5,37,14.5,NA,2.93,1,1,0,1,r,14
72g14,72,green,0,0,3,2,m,2014,d,1,16,26,446,44,59,20.5,15.5,10.14,1,0,0,0,g,14
72g14,72,green,0,0,3,2,m,2014,d,1,16,19,353,38.5,53.5,19,14.5,9.17,1,0,0,0,g,14
72g14,72,green,0,0,3,2,m,2014,d,1,16,14,285,34,50.5,18.5,13.5,8.38,1,0,0,0,g,14
72g14,72,green,0,0,3,2,m,2014,d,1,16,9,153,27,44.5,16,11.5,5.67,1,0,0,0,g,14
72g14,72,green,0,0,3,2,m,2014,d,1,16,4,59,21,36,13.5,NA,2.81,1,0,0,0,g,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,29,840,52,66,24,19.5,16.15,0,0,0,0,b,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,27,754,54,66.5,24,18,13.96,0,0,0,0,b,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,19,653,50,65.5,24,17,13.06,0,0,0,0,b,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,14,496,45,58.5,22,16.5,11.02,0,0,0,0,b,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,9,310,36.5,52,19,13.5,8.49,0,0,0,0,b,14
76b14,76,blue,1,1,4,1,f,2014,d,0,15,4,144,29.5,43,16.5,NA,4.88,0,0,0,0,b,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,29,581,45,64,23,17,12.91,1,0,0,0,g,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,27,551,48,61,20.5,15.5,11.48,1,0,0,0,g,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,19,458,44,59.5,20.5,15,10.41,1,0,0,0,g,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,14,327,41,53.5,19.5,15,7.98,1,0,0,0,g,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,9,221,34,48,18,12.5,6.5,1,0,0,0,g,14
76g14,76,green,1,1,4,2,m,2014,d,0,15,4,100,25.5,41,14,NA,3.92,1,0,0,0,g,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,32,670,53,67,26,20,12.64,0,0,0,0,b,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,26,743,52,65.5,25,18,14.29,0,0,0,0,b,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,21,697,50,64,22.5,18,13.94,0,0,0,0,b,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,16,508,47.5,57.5,21.5,16,10.69,0,0,0,0,b,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,11,319,43,51.5,18.5,NA,7.42,0,0,0,0,b,14
77b14,77,blue,0,1,4,1,f,2014,d,0,10,6,131,27,42,15,NA,4.85,0,0,0,0,b,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,32,630,54,68,28,20,11.67,1,0,0,0,g,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,26,736,54.5,67,23.5,19,13.5,1,0,0,0,g,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,21,688,50,61,23,17.5,13.76,1,0,0,0,g,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,16,495,45,56,22,16.5,11,1,0,0,0,g,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,11,296,42,50.5,18,NA,7.05,1,0,0,0,g,14
77g14,77,green,0,1,4,2,f,2014,d,0,10,6,119,26,40,15,NA,4.58,1,0,0,0,g,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,31,467,47,61.5,23.5,18,9.94,1,1,0,0,r,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,25,496,46.5,NA,24,16,10.67,1,1,0,0,r,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,20,489,45,59,22.5,15.5,10.87,1,1,0,0,r,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,15,343,40.5,55.5,20,15,8.47,1,1,0,0,r,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,10,214,37,47,18,NA,5.78,1,1,0,0,r,14
77r14,77,red,0,1,4,3,m,2014,d,1,9,5,88,24,39,14,NA,3.67,1,1,0,0,r,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,32,942,55,67,28,21,17.13,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,27,849,56,69,29,20,15.16,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,22,754,54.5,65.5,27.5,18.5,13.83,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,17,623,45,61,23,16.5,13.84,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,12,342,40,52,21,NA,8.55,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,7,127,30,42,17,NA,4.23,0,0,0,0,b,14
79b14,79,blue,1,1,3,1,f,2014,d,0,10,5,91,24,40,17,NA,3.79,0,0,0,0,b,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,25,474,50.5,62,25,18,9.39,1,0,0,0,g,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,20,451,47,60,23,16.5,9.6,1,0,0,0,g,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,15,377,38.5,55,20.5,15,9.79,1,0,0,0,g,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,10,186,30.5,47,17,NA,6.1,1,0,0,0,g,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,5,69,24.5,37.5,14,NA,2.82,1,0,0,0,g,14
79g14,79,green,1,0,3,2,m,2014,d,2,12,3,52,20.5,37,14,NA,2.54,1,0,0,0,g,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,29,614,47,63,22,17,13.06,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,24,579,47.5,62,25.5,17,12.19,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,19,475,45,58.5,23.5,15.5,10.56,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,14,370,37.5,53.5,19,13,9.87,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,9,174,29,43,16,NA,6,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,4,50,21,37,14,NA,2.38,1,1,0,1,r,14
79r14,79,red,1,1,3,3,m,2014,d,3,13,2,42,17,35.5,13.5,NA,2.47,1,1,0,1,r,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,31,813,55,68,24,18.5,14.78,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,27,646,51,66,24,18.5,12.67,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,22,519,51,61.5,22.5,17,10.18,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,16,476,44,56.5,20,16,10.82,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,11,274,34,50,18.5,13,8.06,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,6,97,25.5,40.5,16,NA,3.8,0,0,0,0,b,14
85b14,85,blue,1,1,4,1,f,2014,d,0,13,1,35,16,33,12.5,NA,2.19,0,0,0,0,b,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,31,665,50,65,23,17,13.3,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,27,556,46.5,62,25,17,11.96,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,22,478,47.5,60,23,15,10.06,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,16,421,41,55.5,20.5,14.5,10.27,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,11,263,33,49,19,13,7.97,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,6,108,26.5,40,15.5,NA,4.08,1,0,0,0,g,14
85g14,85,green,1,1,4,2,m,2014,d,0,13,1,33,16,31.5,12,NA,2.06,1,0,0,0,g,14
85r14,85,red,1,1,4,3,m,2014,d,0,13,31,597,52.5,63,22.5,17,11.37,1,1,0,0,r,14
