"","date","year","month","day","maxTemp","minTemp","meanTemp","snoGrnd","precip","wind","site","prop"
"83",2017-06-06,2017,6,6,6.9,0.9,3.9,4,6.2,"70","12",0.997222222222222
"84",2017-06-07,2017,6,7,4.5,1.2,2.9,4,1.8,"82","12",0.999305555555556
"85",2017-06-08,2017,6,8,8.8,1.1,5,NA,0,"57","12",0.996527777777778
"86",2017-06-09,2017,6,9,8.3,0.4,4.4,NA,0,"35","12",0.999305555555556
"87",2017-06-10,2017,6,10,5.4,0.2,2.8,NA,0,"<31","12",0.999305555555556
"88",2017-06-11,2017,6,11,5.6,-0.2,2.7,NA,0,"35","12",0.995833333333333
"89",2017-06-12,2017,6,12,5.8,-0.6,2.6,NA,0,"<31","12",1
"90",2017-06-13,2017,6,13,9,-1.2,3.9,NA,0,"<31","12",0.997916666666667
"91",2017-06-14,2017,6,14,7.9,0.9,4.4,NA,1.2,"46","12",0.997916666666667
"92",2017-06-15,2017,6,15,7.9,0.9,4.4,NA,0,NA,"12",0.999305555555556
"93",2017-06-16,2017,6,16,11.7,1.2,6.5,NA,0,NA,"12",1
"94",2017-06-17,2017,6,17,17.2,5.1,11.2,NA,0,NA,"12",0.998611111111111
"95",2017-06-18,2017,6,18,11.3,5.2,8.3,NA,0,NA,"12",0.994444444444444
"96",2017-06-19,2017,6,19,16.2,4.4,10.3,NA,1,NA,"12",0.99375
"97",2017-06-20,2017,6,20,12.6,5,8.8,NA,0,"<31","12",1
"98",2017-06-21,2017,6,21,7.3,2.9,5.1,NA,2.4,"<31","12",0.99375
"99",2017-06-22,2017,6,22,9.9,4.1,7,NA,0,"35","12",0.999305555555556
"100",2017-06-23,2017,6,23,11.6,5.2,8.4,NA,0,"39","12",0.997916666666667
"101",2017-06-24,2017,6,24,17,6.1,11.6,NA,0,"37","12",0.999305555555556
"102",2017-06-25,2017,6,25,14.7,6,10.4,NA,0,"46","12",0.9875
"103",2017-06-26,2017,6,26,10.5,3.6,7.1,NA,0,"<31","12",1
"104",2017-06-27,2017,6,27,13.8,6.5,10.2,NA,1,"<31","12",1
"105",2017-06-28,2017,6,28,15.6,5.4,10.5,NA,0,"<31","12",0.976388888888889
"106",2017-06-29,2017,6,29,15.6,5.5,10.6,NA,0,"35","12",1
"107",2017-06-30,2017,6,30,14.5,4.2,9.4,NA,0,"<31","12",0.997222222222222
"108",2017-07-01,2017,7,1,19.6,6.8,13.2,NA,0,"<31","12",1
"109",2017-07-02,2017,7,2,20.9,10.1,15.5,NA,0,"32","12",1
"110",2017-07-03,2017,7,3,23,10.8,16.9,NA,0,"37","12",0.99375
"111",2017-07-04,2017,7,4,11.9,6.1,9,NA,0.4,"33","12",0.997222222222222
"112",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","12",0.997222222222222
"113",2017-07-06,2017,7,6,21.7,10.1,15.9,NA,0,"59","12",0.969739619985925
"114",2017-07-07,2017,7,7,15.1,8.5,11.8,NA,1.4,"56","12",0.975
"115",2017-07-08,2017,7,8,17.5,6.6,12.1,NA,0,"76","12",0.985416666666667
"116",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","12",0.984027777777778
"117",2017-07-10,2017,7,10,14.2,2.8,8.5,NA,0,"43","12",0.980281690140845
"118",2017-07-11,2017,7,11,21.2,6.8,14,NA,0.6,"39","12",0.979166666666667
"119",2017-07-12,2017,7,12,13.6,7.8,10.7,NA,0,"<31","12",0.974305555555556
"120",2017-07-13,2017,7,13,13.6,7.7,10.7,NA,0.2,"<31","12",0.961111111111111
"121",2017-07-14,2017,7,14,15.6,6,10.8,NA,0,"74","12",0.974305555555556
"122",2017-07-15,2017,7,15,23,10.3,16.7,NA,0,"65","12",0.945833333333333
"123",2017-07-16,2017,7,16,24.5,11.8,18.2,NA,0.2,"48","12",0.927083333333333
"124",2017-07-17,2017,7,17,13,6.5,9.8,NA,0,"57","12",0.976388888888889
"125",2017-07-18,2017,7,18,11.8,5.8,8.8,NA,0.2,"65","12",0.913888888888889
"126",2017-07-19,2017,7,19,10.2,5.5,7.9,NA,1.4,"93","12",0.875
"127",2017-07-20,2017,7,20,13.1,5.5,9.3,NA,0.2,"69","12",0.922916666666667
"128",2017-07-21,2017,7,21,18.6,6.7,12.7,NA,0,"43","12",0.425
"129",2017-07-22,2017,7,22,20.4,9.3,14.9,NA,0,"35","12",0.212335692618807
"130",2017-07-23,2017,7,23,14.1,8.8,11.5,NA,0.2,"59","12",0.496877787689563
"131",2017-07-24,2017,7,24,19.7,8,13.9,NA,0,"56","12",0.214626391096979
"132",2017-07-25,2017,7,25,14.2,9.2,11.7,NA,0.4,"39","12",0.0863914373088685
"133",2017-07-26,2017,7,26,16.3,7.5,11.9,NA,0,"70","12",0.0437735849056604
"134",2017-07-27,2017,7,27,14.6,8.6,11.6,NA,0,"50","12",1
"135",2017-07-28,2017,7,28,11.1,6.7,8.9,NA,12.6,"61","12",0.0537084398976982
"136",2017-07-29,2017,7,29,12.9,6.4,9.7,NA,19.4,"69","12",0.636363636363636
"137",2017-07-30,2017,7,30,19.1,5.5,12.3,NA,0,"50","12",0.333333333333333
"138",2017-07-31,2017,7,31,14.6,9.4,12,NA,2.8,"41","12",0
"139",2017-08-02,2017,8,2,15.7,4.7,10.2,NA,0,"50","12",0
"140",2017-08-03,2017,8,3,19.1,7.7,13.4,NA,0,"52","12",0
"141",2017-08-04,2017,8,4,14.1,7.4,10.8,NA,0,"<31","12",0
"142",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","14",0.996422182468694
"143",2017-07-06,2017,7,6,21.7,10.1,15.9,NA,0,"59","14",0.998611111111111
"144",2017-07-07,2017,7,7,15.1,8.5,11.8,NA,1.4,"56","14",0.990936555891239
"145",2017-07-08,2017,7,8,17.5,6.6,12.1,NA,0,"76","14",0.990634005763689
"146",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","14",0.981677917068467
"147",2017-06-09,2017,6,9,8.3,0.4,4.4,NA,0,"35","145",0.92511013215859
"148",2017-06-10,2017,6,10,5.4,0.2,2.8,NA,0,"<31","145",1
"149",2017-06-11,2017,6,11,5.6,-0.2,2.7,NA,0,"35","145",1
"150",2017-06-12,2017,6,12,5.8,-0.6,2.6,NA,0,"<31","145",1
"151",2017-06-13,2017,6,13,9,-1.2,3.9,NA,0,"<31","145",1
"152",2017-06-14,2017,6,14,7.9,0.9,4.4,NA,1.2,"46","145",1
"153",2017-06-15,2017,6,15,7.9,0.9,4.4,NA,0,NA,"145",1
"154",2017-06-16,2017,6,16,11.7,1.2,6.5,NA,0,NA,"145",0.992028985507246
"155",2017-06-17,2017,6,17,17.2,5.1,11.2,NA,0,NA,"145",0.994444444444444
"156",2017-06-18,2017,6,18,11.3,5.2,8.3,NA,0,NA,"145",1
"157",2017-06-19,2017,6,19,16.2,4.4,10.3,NA,1,NA,"145",0.998611111111111
"158",2017-06-20,2017,6,20,12.6,5,8.8,NA,0,"<31","145",1
"159",2017-06-21,2017,6,21,7.3,2.9,5.1,NA,2.4,"<31","145",1
"160",2017-06-22,2017,6,22,9.9,4.1,7,NA,0,"35","145",0.999305555555556
"161",2017-06-23,2017,6,23,11.6,5.2,8.4,NA,0,"39","145",0.999305555555556
"162",2017-06-24,2017,6,24,17,6.1,11.6,NA,0,"37","145",1
"163",2017-06-25,2017,6,25,14.7,6,10.4,NA,0,"46","145",0.997222222222222
"164",2017-06-26,2017,6,26,10.5,3.6,7.1,NA,0,"<31","145",1
"165",2017-06-27,2017,6,27,13.8,6.5,10.2,NA,1,"<31","145",1
"166",2017-06-28,2017,6,28,15.6,5.4,10.5,NA,0,"<31","145",1
"167",2017-06-29,2017,6,29,15.6,5.5,10.6,NA,0,"35","145",1
"168",2017-06-30,2017,6,30,14.5,4.2,9.4,NA,0,"<31","145",1
"169",2017-07-01,2017,7,1,19.6,6.8,13.2,NA,0,"<31","145",1
"170",2017-07-02,2017,7,2,20.9,10.1,15.5,NA,0,"32","145",0.999305555555556
"171",2017-07-03,2017,7,3,23,10.8,16.9,NA,0,"37","145",0.997222222222222
"172",2017-07-04,2017,7,4,11.9,6.1,9,NA,0.4,"33","145",0.996527777777778
"173",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","145",0.998862343572241
"174",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","145",0.979695431472081
"175",2017-07-10,2017,7,10,14.2,2.8,8.5,NA,0,"43","145",1
"176",2017-07-11,2017,7,11,21.2,6.8,14,NA,0.6,"39","145",0.994444444444444
"177",2017-07-12,2017,7,12,13.6,7.8,10.7,NA,0,"<31","145",0.999305555555556
"178",2017-07-13,2017,7,13,13.6,7.7,10.7,NA,0.2,"<31","145",0.994444444444444
"179",2017-07-14,2017,7,14,15.6,6,10.8,NA,0,"74","145",0.999305555555556
"180",2017-07-15,2017,7,15,23,10.3,16.7,NA,0,"65","145",0.999305555555556
"181",2017-07-16,2017,7,16,24.5,11.8,18.2,NA,0.2,"48","145",0.996527777777778
"182",2017-07-17,2017,7,17,13,6.5,9.8,NA,0,"57","145",0.993055555555556
"183",2017-07-18,2017,7,18,11.8,5.8,8.8,NA,0.2,"65","145",0.990277777777778
"184",2017-07-19,2017,7,19,10.2,5.5,7.9,NA,1.4,"93","145",0.982638888888889
"185",2017-07-20,2017,7,20,13.1,5.5,9.3,NA,0.2,"69","145",0.99110452186805
"186",2017-07-23,2017,7,23,14.1,8.8,11.5,NA,0.2,"59","145",0.754010695187166
"187",2017-07-24,2017,7,24,19.7,8,13.9,NA,0,"56","145",0.679166666666667
"188",2017-07-25,2017,7,25,14.2,9.2,11.7,NA,0.4,"39","145",0.465277777777778
"189",2017-07-26,2017,7,26,16.3,7.5,11.9,NA,0,"70","145",0.234722222222222
"190",2017-07-27,2017,7,27,14.6,8.6,11.6,NA,0,"50","145",0.49375
"191",2017-07-28,2017,7,28,11.1,6.7,8.9,NA,12.6,"61","145",0.370833333333333
"192",2017-07-29,2017,7,29,12.9,6.4,9.7,NA,19.4,"69","145",0.997566909975669
"193",2017-07-30,2017,7,30,19.1,5.5,12.3,NA,0,"50","145",1
"194",2017-07-31,2017,7,31,14.6,9.4,12,NA,2.8,"41","145",1
"195",2017-08-01,2017,8,1,14,7,10.5,NA,2,"50","145",0.666666666666667
"196",2017-08-02,2017,8,2,15.7,4.7,10.2,NA,0,"50","145",1
"197",2017-06-07,2017,6,7,4.5,1.2,2.9,4,1.8,"82","147",0.975172413793103
"198",2017-06-08,2017,6,8,8.8,1.1,5,NA,0,"57","147",0.974305555555556
"199",2017-06-09,2017,6,9,8.3,0.4,4.4,NA,0,"35","147",0.989583333333333
"200",2017-06-10,2017,6,10,5.4,0.2,2.8,NA,0,"<31","147",0.989583333333333
"201",2017-06-11,2017,6,11,5.6,-0.2,2.7,NA,0,"35","147",0.992361111111111
"202",2017-06-12,2017,6,12,5.8,-0.6,2.6,NA,0,"<31","147",0.989583333333333
"203",2017-06-13,2017,6,13,9,-1.2,3.9,NA,0,"<31","147",0.989583333333333
"204",2017-06-14,2017,6,14,7.9,0.9,4.4,NA,1.2,"46","147",0.989583333333333
"205",2017-06-15,2017,6,15,7.9,0.9,4.4,NA,0,NA,"147",0.986805555555556
"206",2017-06-16,2017,6,16,11.7,1.2,6.5,NA,0,NA,"147",1
"207",2017-06-17,2017,6,17,17.2,5.1,11.2,NA,0,NA,"147",0.995138888888889
"208",2017-06-18,2017,6,18,11.3,5.2,8.3,NA,0,NA,"147",1
"209",2017-06-19,2017,6,19,16.2,4.4,10.3,NA,1,NA,"147",1
"210",2017-06-20,2017,6,20,12.6,5,8.8,NA,0,"<31","147",0.998527245949926
"211",2017-07-04,2017,7,4,11.9,6.1,9,NA,0.4,"33","147",0.931122448979592
"212",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","147",0.888888888888889
"213",2017-07-06,2017,7,6,21.7,10.1,15.9,NA,0,"59","147",0.979861111111111
"214",2017-07-07,2017,7,7,15.1,8.5,11.8,NA,1.4,"56","147",1
"215",2017-07-08,2017,7,8,17.5,6.6,12.1,NA,0,"76","147",0.980555555555556
"216",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","147",0.984722222222222
"217",2017-07-10,2017,7,10,14.2,2.8,8.5,NA,0,"43","147",0.982638888888889
"218",2017-07-11,2017,7,11,21.2,6.8,14,NA,0.6,"39","147",0.99375
"219",2017-07-12,2017,7,12,13.6,7.8,10.7,NA,0,"<31","147",0.973611111111111
"220",2017-07-13,2017,7,13,13.6,7.7,10.7,NA,0.2,"<31","147",1
"221",2017-07-14,2017,7,14,15.6,6,10.8,NA,0,"74","147",1
"222",2017-06-16,2017,6,16,11.7,1.2,6.5,NA,0,NA,"18",0.992063492063492
"223",2017-06-17,2017,6,17,17.2,5.1,11.2,NA,0,NA,"18",1
"224",2017-06-18,2017,6,18,11.3,5.2,8.3,NA,0,NA,"18",0.996527777777778
"225",2017-06-19,2017,6,19,16.2,4.4,10.3,NA,1,NA,"18",0.997165131112686
"226",2017-06-20,2017,6,20,12.6,5,8.8,NA,0,"<31","18",0.996318114874816
"227",2017-06-21,2017,6,21,7.3,2.9,5.1,NA,2.4,"<31","18",0.990277777777778
"228",2017-06-22,2017,6,22,9.9,4.1,7,NA,0,"35","18",1
"229",2017-06-23,2017,6,23,11.6,5.2,8.4,NA,0,"39","18",1
"230",2017-06-24,2017,6,24,17,6.1,11.6,NA,0,"37","18",0.987960872836719
"231",2017-06-25,2017,6,25,14.7,6,10.4,NA,0,"46","18",0.987739463601533
"232",2017-06-26,2017,6,26,10.5,3.6,7.1,NA,0,"<31","18",0.998595505617977
"233",2017-06-27,2017,6,27,13.8,6.5,10.2,NA,1,"<31","18",1
"234",2017-06-28,2017,6,28,15.6,5.4,10.5,NA,0,"<31","18",1
"235",2017-06-29,2017,6,29,15.6,5.5,10.6,NA,0,"35","18",0.992120343839542
"236",2017-06-30,2017,6,30,14.5,4.2,9.4,NA,0,"<31","18",0.930858806404658
"237",2017-07-01,2017,7,1,19.6,6.8,13.2,NA,0,"<31","18",0.997099347353154
"238",2017-07-02,2017,7,2,20.9,10.1,15.5,NA,0,"32","18",0.991495393338058
"239",2017-07-03,2017,7,3,23,10.8,16.9,NA,0,"37","18",0.991893883566691
"240",2017-07-04,2017,7,4,11.9,6.1,9,NA,0.4,"33","18",0.984539704848911
"241",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","18",0.987839771101574
"242",2017-07-06,2017,7,6,21.7,10.1,15.9,NA,0,"59","18",0.996456413890858
"243",2017-07-07,2017,7,7,15.1,8.5,11.8,NA,1.4,"56","18",0.99375
"244",2017-07-08,2017,7,8,17.5,6.6,12.1,NA,0,"76","18",0.987243090007087
"245",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","18",0.999246987951807
"246",2017-07-10,2017,7,10,14.2,2.8,8.5,NA,0,"43","18",0.990517870167761
"247",2017-07-11,2017,7,11,21.2,6.8,14,NA,0.6,"39","18",0.994652406417112
"248",2017-07-12,2017,7,12,13.6,7.8,10.7,NA,0,"<31","18",0.983154670750383
"249",2017-07-13,2017,7,13,13.6,7.7,10.7,NA,0.2,"<31","18",0.974486180014174
"250",2017-07-14,2017,7,14,15.6,6,10.8,NA,0,"74","18",0.987878787878788
"251",2017-07-15,2017,7,15,23,10.3,16.7,NA,0,"65","18",1
"252",2017-07-16,2017,7,16,24.5,11.8,18.2,NA,0.2,"48","18",0.948033707865168
"253",2017-07-17,2017,7,17,13,6.5,9.8,NA,0,"57","18",0.986629134412386
"254",2017-07-18,2017,7,18,11.8,5.8,8.8,NA,0.2,"65","18",0.995702005730659
"255",2017-07-19,2017,7,19,10.2,5.5,7.9,NA,1.4,"93","18",0.996384671005061
"256",2017-07-20,2017,7,20,13.1,5.5,9.3,NA,0.2,"69","18",1
"257",2017-07-21,2017,7,21,18.6,6.7,12.7,NA,0,"43","18",0.959027777777778
"258",2017-07-22,2017,7,22,20.4,9.3,14.9,NA,0,"35","18",0.79550245959241
"259",2017-07-23,2017,7,23,14.1,8.8,11.5,NA,0.2,"59","18",0.7375
"260",2017-07-24,2017,7,24,19.7,8,13.9,NA,0,"56","18",0.782417582417582
"261",2017-07-25,2017,7,25,14.2,9.2,11.7,NA,0.4,"39","18",0.803063457330416
"262",2017-07-26,2017,7,26,16.3,7.5,11.9,NA,0,"70","18",0.706283118849357
"263",2017-07-27,2017,7,27,14.6,8.6,11.6,NA,0,"50","18",0.54512105649303
"264",2017-07-28,2017,7,28,11.1,6.7,8.9,NA,12.6,"61","18",0.539097744360902
"265",2017-07-29,2017,7,29,12.9,6.4,9.7,NA,19.4,"69","18",0.757884972170687
"266",2017-08-03,2017,8,3,19.1,7.7,13.4,NA,0,"52","18",0.069364161849711
"267",2017-08-04,2017,8,4,14.1,7.4,10.8,NA,0,"<31","18",0.214335910049192
"268",2017-08-05,2017,8,5,12.9,7.8,10.4,NA,0,"44","18",0.225897255453906
"269",2017-08-06,2017,8,6,16.3,8.2,12.3,NA,1.8,"46","18",0.248327137546468
"270",2017-08-07,2017,8,7,13,8.2,10.6,NA,1.8,"72","18",0.0728051391862955
"271",2017-08-08,2017,8,8,15.5,8,11.8,NA,0,"67","18",0.173708920187793
"272",2017-06-10,2017,6,10,5.4,0.2,2.8,NA,0,"<31","19",0.914814814814815
"273",2017-06-11,2017,6,11,5.6,-0.2,2.7,NA,0,"35","19",0.930555555555556
"274",2017-06-12,2017,6,12,5.8,-0.6,2.6,NA,0,"<31","19",0.972916666666667
"275",2017-06-13,2017,6,13,9,-1.2,3.9,NA,0,"<31","19",0.988888888888889
"276",2017-06-14,2017,6,14,7.9,0.9,4.4,NA,1.2,"46","19",0.992361111111111
"277",2017-06-15,2017,6,15,7.9,0.9,4.4,NA,0,NA,"19",0.978472222222222
"278",2017-06-16,2017,6,16,11.7,1.2,6.5,NA,0,NA,"19",0.990972222222222
"279",2017-06-17,2017,6,17,17.2,5.1,11.2,NA,0,NA,"19",0.990972222222222
"280",2017-06-18,2017,6,18,11.3,5.2,8.3,NA,0,NA,"19",0.971527777777778
"281",2017-06-19,2017,6,19,16.2,4.4,10.3,NA,1,NA,"19",0.990277777777778
"282",2017-06-20,2017,6,20,12.6,5,8.8,NA,0,"<31","19",0.975
"283",2017-06-21,2017,6,21,7.3,2.9,5.1,NA,2.4,"<31","19",0.989583333333333
"284",2017-06-22,2017,6,22,9.9,4.1,7,NA,0,"35","19",1
"285",2017-06-23,2017,6,23,11.6,5.2,8.4,NA,0,"39","19",0.990277777777778
"286",2017-06-24,2017,6,24,17,6.1,11.6,NA,0,"37","19",1
"287",2017-06-25,2017,6,25,14.7,6,10.4,NA,0,"46","19",0.997916666666667
"288",2017-06-26,2017,6,26,10.5,3.6,7.1,NA,0,"<31","19",0.99375
"289",2017-06-27,2017,6,27,13.8,6.5,10.2,NA,1,"<31","19",0.993055555555556
"290",2017-06-28,2017,6,28,15.6,5.4,10.5,NA,0,"<31","19",0.986111111111111
"291",2017-06-29,2017,6,29,15.6,5.5,10.6,NA,0,"35","19",0.989583333333333
"292",2017-06-30,2017,6,30,14.5,4.2,9.4,NA,0,"<31","19",0.970138888888889
"293",2017-07-01,2017,7,1,19.6,6.8,13.2,NA,0,"<31","19",0.984722222222222
"294",2017-07-02,2017,7,2,20.9,10.1,15.5,NA,0,"32","19",0.991666666666667
"295",2017-07-03,2017,7,3,23,10.8,16.9,NA,0,"37","19",0.995833333333333
"296",2017-07-04,2017,7,4,11.9,6.1,9,NA,0.4,"33","19",1
"297",2017-07-05,2017,7,5,15.2,6.7,11,NA,0.2,"33","19",0.9875
"298",2017-07-06,2017,7,6,21.7,10.1,15.9,NA,0,"59","19",0.999305555555556
"299",2017-07-07,2017,7,7,15.1,8.5,11.8,NA,1.4,"56","19",1
"300",2017-07-08,2017,7,8,17.5,6.6,12.1,NA,0,"76","19",1
"301",2017-07-09,2017,7,9,12.9,3.3,8.1,NA,0,"70","19",0.990972222222222
"302",2017-07-10,2017,7,10,14.2,2.8,8.5,NA,0,"43","19",0.965981573352232
"303",2017-07-11,2017,7,11,21.2,6.8,14,NA,0.6,"39","19",0.99375
"304",2017-07-12,2017,7,12,13.6,7.8,10.7,NA,0,"<31","19",0.985416666666667
