"","ind","nest","chick","sex","year","age","weight","hatch_day"
"1040","5bk17",5,"black",NA,2017,7,74,NA
"1041","5bk17",5,"black",NA,2017,12,242,NA
"1042","5bk17",5,"black",NA,2017,17,363,NA
"1043","5bk17",5,"black",NA,2017,24,515,NA
"1044","5bk17",5,"black",NA,2017,27,518,NA
"1045","5g17",5,"green",NA,2017,3,60,NA
"1046","5g17",5,"green",NA,2017,9,234,NA
"1047","5g17",5,"green",NA,2017,14,483,NA
"1048","5g17",5,"green",NA,2017,19,643,NA
"1049","5g17",5,"green",NA,2017,26,798,NA
"1050","5g17",5,"green",NA,2017,29,781,NA
"1051","5r17",5,"red",NA,2017,5,92,NA
"1052","5r17",5,"red",NA,2017,11,274,NA
"1053","5r17",5,"red",NA,2017,16,457,NA
"1054","5r17",5,"red",NA,2017,21,566,NA
"1055","5r17",5,"red",NA,2017,28,649,NA
"1056","5r17",5,"red",NA,2017,31,643,NA
"1057","63b17",63,"blue",NA,2017,32,901,NA
"1058","63b17",63,"blue",NA,2017,5,35,NA
"1059","63b17",63,"blue",NA,2017,10,142,NA
"1060","63b17",63,"blue",NA,2017,15,324,NA
"1061","63b17",63,"blue",NA,2017,20,582,NA
"1062","63b17",63,"blue",NA,2017,26,845,NA
"1063","63g17",63,"green",NA,2017,32,753,NA
"1064","63g17",63,"green",NA,2017,5,27,NA
"1065","63g17",63,"green",NA,2017,10,78,NA
"1066","63g17",63,"green",NA,2017,15,155,NA
"1067","63g17",63,"green",NA,2017,20,360,NA
"1068","63g17",63,"green",NA,2017,26,636,NA
"1069","63r17",63,"red",NA,2017,32,573,NA
"1070","63r17",63,"red",NA,2017,5,49,NA
"1071","63r17",63,"red",NA,2017,10,157,NA
"1072","63r17",63,"red",NA,2017,15,313,NA
"1073","63r17",63,"red",NA,2017,20,472,NA
"1074","63r17",63,"red",NA,2017,26,609,NA
"1075","78b17",78,"blue",NA,2017,4,79,NA
"1076","78b17",78,"blue",NA,2017,7,154,NA
"1077","78b17",78,"blue",NA,2017,13,377,NA
"1078","78b17",78,"blue",NA,2017,17,506,NA
"1079","78b17",78,"blue",NA,2017,23,565,NA
"1080","78b17",78,"blue",NA,2017,28,620,NA
"1081","78bk17",78,"black",NA,2017,3,55,NA
"1082","78bk17",78,"black",NA,2017,6,112,NA
"1083","78bk17",78,"black",NA,2017,12,319,NA
"1084","78bk17",78,"black",NA,2017,16,451,NA
"1085","78bk17",78,"black",NA,2017,22,571,NA
"1086","78bk17",78,"black",NA,2017,27,644,NA
"1087","78g17",78,"green",NA,2017,3,57,NA
"1088","78g17",78,"green",NA,2017,6,120,NA
"1089","78g17",78,"green",NA,2017,12,326,NA
"1090","78g17",78,"green",NA,2017,16,451,NA
"1091","78g17",78,"green",NA,2017,22,588,NA
"1092","78g17",78,"green",NA,2017,27,642,NA
"1093","78r17",78,"red",NA,2017,4,80,NA
"1094","78r17",78,"red",NA,2017,7,161,NA
"1095","78r17",78,"red",NA,2017,13,377,NA
"1096","78r17",78,"red",NA,2017,17,517,NA
"1097","78r17",78,"red",NA,2017,23,576,NA
"1098","78r17",78,"red",NA,2017,28,625,NA
"1099","85r17",85,"red",NA,2017,20,583,NA
"1100","85r17",85,"red",NA,2017,4,66,NA
"1101","85r17",85,"red",NA,2017,9,193,NA
"1102","85r17",85,"red",NA,2017,14,375,NA
"1103","85r17",85,"red",NA,2017,19,515,NA
"1104","85r17",85,"red",NA,2017,25,620,NA
"1105","89b17",89,"blue",NA,2017,3,46,NA
"1106","89b17",89,"blue",NA,2017,8,160,NA
"1107","89b17",89,"blue",NA,2017,13,277,NA
"1108","89b17",89,"blue",NA,2017,19,487,NA
"1109","89b17",89,"blue",NA,2017,23,609,NA
"1110","89b17",89,"blue",NA,2017,29,595,NA
"1111","89g17",89,"green",NA,2017,1,41,NA
"1112","89g17",89,"green",NA,2017,6,162,NA
"1113","89g17",89,"green",NA,2017,11,388,NA
"1114","89r17",89,"red",NA,2017,3,52,NA
"1115","89r17",89,"red",NA,2017,8,184,NA
"1116","89r17",89,"red",NA,2017,13,352,NA
"1117","8b17",8,"blue",NA,2017,3,63,NA
"1118","8b17",8,"blue",NA,2017,15,568,NA
"1119","8b17",8,"blue",NA,2017,20,774,NA
"1120","8b17",8,"blue",NA,2017,25,908,NA
"1121","8r17",8,"red",NA,2017,5,101,NA
"1122","8r17",8,"red",NA,2017,17,668,NA
"1123","8r17",8,"red",NA,2017,22,823,NA
"1124","8r17",8,"red",NA,2017,27,898,NA
"1125","97b17",97,"blue",NA,2017,3,53.8,NA
"1126","97b17",97,"blue",NA,2017,8,202,NA
"1127","97b17",97,"blue",NA,2017,13,336,NA
"1128","97b17",97,"blue",NA,2017,18,568,NA
"1129","97bk17",97,"black",NA,2017,1,36,NA
"1130","97bk17",97,"black",NA,2017,6,114,NA
"1131","97bk17",97,"black",NA,2017,11,178,NA
"1132","97bk17",97,"black",NA,2017,16,338,NA
"1133","97g17",97,"green",NA,2017,2,57.8,NA
"1134","97g17",97,"green",NA,2017,7,196,NA
"1135","97g17",97,"green",NA,2017,12,351,NA
"1136","97g17",97,"green",NA,2017,17,544,NA
"1137","97r17",97,"red",NA,2017,3,62.8,NA
"1138","97r17",97,"red",NA,2017,8,222,NA
"1139","97r17",97,"red",NA,2017,13,420,NA
"1140","97r17",97,"red",NA,2017,18,598,NA
"1141","97r17",97,"red",NA,2017,23,818,NA
"1142","97r17",97,"red",NA,2017,28,866,NA
"1143","100b17",100,"blue",NA,2017,2,45,NA
"1144","100b17",100,"blue",NA,2017,8,181,NA
"1145","100b17",100,"blue",NA,2017,15,418,NA
"1146","100r17",100,"red",NA,2017,2,51,NA
"1147","100r17",100,"red",NA,2017,8,216,NA
"1148","100r17",100,"red",NA,2017,15,447,NA
"1149","100g17",100,"green",NA,2017,1,36,NA
"1150","100g17",100,"green",NA,2017,7,167,NA
"1151","100g17",100,"green",NA,2017,14,446,NA
"1152","100bk17",100,"white",NA,2017,6,145,NA
"1153","100bk17",100,"white",NA,2017,13,261,NA
"1154","12r17",12,"red",NA,2017,4,69,NA
"1155","12r17",12,"red",NA,2017,9,229,NA
"1156","12r17",12,"red",NA,2017,14,448,NA
"1157","12r17",12,"red",NA,2017,19,564,NA
"1158","147r17",147,"red",NA,2017,2,31,NA
"1159","147b17",147,"blue",NA,2017,2,30,NA
"1160","147b17",147,"blue",NA,2017,4,37,NA
"1161","19b17",19,"blue",NA,2017,10,221,NA
"1162","19b17",19,"blue",NA,2017,15,479,NA
"1163","19g17",19,"green",NA,2017,9,191,NA
"1164","19g17",19,"green",NA,2017,14,374,NA
"1165","19bk17",19,"white",NA,2017,9,178,NA
"1166","19bk17",19,"white",NA,2017,14,413,NA
"1167","1b17",1,"blue",NA,2017,3,58,NA
"1168","1b17",1,"blue",NA,2017,7,150,NA
"1169","1b17",1,"blue",NA,2017,11,280,NA
"1170","1b17",1,"blue",NA,2017,17,499,NA
"1171","1bk17",1,"black",NA,2017,1,34,NA
"1172","1bk17",1,"black",NA,2017,5,77,NA
"1173","1bk17",1,"black",NA,2017,9,174,NA
"1174","1bk17",1,"black",NA,2017,15,464,NA
"1175","28r17",28,"red",NA,2017,3,75,NA
"1176","28r17",28,"red",NA,2017,8,233,NA
"1177","28r17",28,"red",NA,2017,14,495,NA
"1178","28b17",28,"blue",NA,2017,3,62,NA
"1179","28b17",28,"blue",NA,2017,8,184,NA
"1180","28g17",28,"green",NA,2017,2,56,NA
"1181","28g17",28,"green",NA,2017,7,160,NA
"1182","28bk17",28,"black",NA,2017,1,34,NA
"1183","28bk17",28,"black",NA,2017,6,127,NA
"1184","75r17",75,"red",NA,2017,7,175,NA
"1185","75r17",75,"red","f",2017,12,434,NA
"1186","75r17",75,"red","f",2017,18,707,NA
"1187","75r17",75,"red","f",2017,24,865,NA
"1188","75b17",75,"blue","m",2017,5,107,NA
"1189","75b17",75,"blue","m",2017,10,329,NA
"1190","75b17",75,"blue","m",2017,16,46,NA
"1191","75b17",75,"blue","m",2017,22,578,NA
"1192","75g17",75,"green","f",2017,4,84,NA
"1193","75g17",75,"green","f",2017,9,266,NA
"1194","75g17",75,"green","f",2017,15,540,NA
"1195","75g17",75,"green","f",2017,21,736,NA
"1196","98r17",98,"red","m",2017,7,168,NA
"1197","98r17",98,"red","m",2017,24,636,NA
"1198","98b17",98,"blue","m",2017,6,137,NA
"1199","98b17",98,"blue","m",2017,23,618,NA
"1200","98g17",98,"green","f",2017,6,131,NA
"1201","98g17",98,"green","f",2017,23,902,NA
"1202","98bk17",98,"black",NA,2017,4,43,NA
"1203","100g16",100,"green",NA,2016,7,178,NA
"1204","100g16",100,"green",NA,2016,13,341,NA
"1205","100g16",100,"green",NA,2016,17,486,NA
"1206","100g16",100,"green",NA,2016,22,591,NA
"1207","100bk16",100,"black",NA,2016,4,111,NA
"1208","100bk16",100,"black",NA,2016,10,210,NA
"1209","100bk16",100,"black",NA,2016,14,385,NA
"1210","100bk16",100,"black",NA,2016,19,478,NA
"1211","130r16",130,"red",NA,2016,5,60,NA
"1212","130r16",130,"red",NA,2016,10,187,NA
"1213","130r16",130,"red",NA,2016,15,257,NA
"1214","130b16",130,"blue",NA,2016,5,56,NA
"1215","130b16",130,"blue",NA,2016,10,171,NA
"1216","130b16",130,"blue",NA,2016,15,255,NA
"1217","130g16",130,"green",NA,2016,4,50,NA
"1218","130bk16",130,"black",NA,2016,4,44,NA
"1219","19b16",19,"blue",NA,2016,1,42,NA
"1220","19b16",19,"blue",NA,2016,6,129,NA
"1221","19b16",19,"blue",NA,2016,11,283,NA
"1222","19b16",19,"blue",NA,2016,17,395,NA
"1223","19b16",19,"blue",NA,2016,21,537,NA
"1224","19b16",19,"blue",NA,2016,26,596,NA
"1225","19b16",19,"blue",NA,2016,31,607,NA
"1226","19g16",19,"blue",NA,2016,1,40,NA
"1227","19g16",19,"blue",NA,2016,6,130,NA
"1228","19g16",19,"blue",NA,2016,11,318,NA
"1229","19g16",19,"blue",NA,2016,17,482,NA
"1230","19bk16",19,"black",NA,2016,0,32,NA
"1231","19bk16",19,"black",NA,2016,5,92,NA
"1232","19bk16",19,"black",NA,2016,10,253,NA
"1233","1bk16",1,"black",NA,2016,5,53,NA
"1234","30r16",30,"red","m",2016,5,94,NA
"1235","30r16",30,"red","m",2016,10,231,NA
"1236","30r16",30,"red","m",2016,15,388,NA
"1237","30r16",30,"red","m",2016,20,519,NA
"1238","30r16",30,"red","m",2016,26,447,NA
"1239","30r16",30,"red","m",2016,30,402,NA
"1240","30b16",30,"blue","m",2016,5,84,NA
"1241","30b16",30,"blue","m",2016,10,235,NA
"1242","30b16",30,"blue","m",2016,15,444,NA
"1243","30b16",30,"blue","m",2016,20,649,NA
"1244","30b16",30,"blue","m",2016,26,592,NA
"1245","30b16",30,"blue","m",2016,30,479,NA
"1246","30r16",30,"green",NA,2016,4,65,NA
"1247","30r16",30,"green",NA,2016,9,217,NA
"1248","30r16",30,"green",NA,2016,14,380,NA
"1249","30r16",30,"green",NA,2016,19,554,NA
"1250","31r16",31,"red","m",2016,4,79,NA
"1251","31r16",31,"red","m",2016,9,207,NA
"1252","31r16",31,"red","m",2016,15,300,NA
"1253","31r16",31,"red","m",2016,19,417,NA
"1254","31r16",31,"red","m",2016,25,511,NA
"1255","31r16",31,"red","m",2016,30,600,NA
"1256","31b16",31,"blue","m",2016,4,69,NA
"1257","31b16",31,"blue","m",2016,9,180,NA
"1258","31b16",31,"blue","m",2016,15,278,NA
"1259","31b16",31,"blue","m",2016,19,393,NA
"1260","31b16",31,"blue","m",2016,25,521,NA
"1261","31b16",31,"blue","m",2016,30,610,NA
"1262","31g16",31,"green",NA,2016,1,37,NA
"1263","3b16",3,"blue",NA,2016,3,67,NA
"1264","3b16",3,"blue",NA,2016,8,178,NA
"1265","3b16",3,"blue",NA,2016,13,374,NA
"1266","3g16",3,"green",NA,2016,2,44,NA
"1267","3g16",3,"green",NA,2016,7,125,NA
"1268","3g16",3,"green",NA,2016,12,295,NA
"1269","42r16",42,"red",NA,2016,4,80,NA
"1270","42r16",42,"red",NA,2016,9,175,NA
"1271","42r16",42,"red",NA,2016,14,295,NA
"1272","42b16",42,"blue",NA,2016,3,69,NA
"1273","42b16",42,"blue",NA,2016,8,138,NA
"1274","42b16",42,"blue",NA,2016,13,287,NA
"1275","42g16",42,"green",NA,2016,1,45,NA
"1276","42g16",42,"green",NA,2016,6,111,NA
"1277","42bk16",42,"black",NA,2016,5,48,NA
"1278","58b16",58,"blue",NA,2016,1,39,NA
"1279","58b16",58,"blue",NA,2016,6,121,NA
"1280","58b16",58,"blue",NA,2016,11,336,NA
"1281","58b16",58,"blue",NA,2016,17,581,NA
"1282","58b16",58,"blue",NA,2016,21,585,NA
"1283","75bk16",75,"black",NA,2016,0,33,NA
"1284","75bk16",75,"black",NA,2016,5,106,NA
"1285","75bk16",75,"black",NA,2016,10,231,NA
"1286","75bk16",75,"black",NA,2016,15,448,NA
"1287","75bk16",75,"black",NA,2016,20,470,NA
"1288","77r16",77,"red",NA,2016,0,33,NA
"1289","77r16",77,"red",NA,2016,5,109,NA
"1290","77r16",77,"red",NA,2016,10,251,NA
"1291","77r16",77,"red",NA,2016,15,408,NA
"1292","77r16",77,"red",NA,2016,20,474,NA
"1293","77r16",77,"red",NA,2016,25,471,NA
"1294","77g16",77,"green",NA,2016,5,100,NA
"1295","77g16",77,"green",NA,2016,10,248,NA
"1296","77g16",77,"green",NA,2016,15,444,NA
"1297","77g16",77,"green",NA,2016,20,502,NA
"1298","77bk16",77,"black",NA,2016,3,47,NA
"1299","77bk16",77,"black",NA,2016,8,109,NA
"1300","77bk16",77,"black",NA,2016,13,61,NA
"1301","78b16",77,"blue",NA,2016,5,120,NA
"1302","78b16",77,"blue",NA,2016,10,10,NA
"1303","78b16",77,"blue",NA,2016,15,511,NA
"1304","78b16",77,"blue",NA,2016,20,602,NA
"1305","78b16",77,"blue",NA,2016,25,702,NA
"1306","78g16",78,"green",NA,2016,5,117,NA
"1307","78g16",78,"green",NA,2016,10,301,NA
"1308","78g16",78,"green",NA,2016,15,401,NA
"1309","78g16",78,"green",NA,2016,20,453,NA
"1310","78bk16",78,"black",NA,2016,3,66,NA
"1311","78bk16",78,"black",NA,2016,8,208,NA
"1312","78bk16",78,"black",NA,2016,12,299,NA
"1313","78bk16",78,"black",NA,2016,17,298,NA
"1314","97bk16",97,"black",NA,2016,4,58,NA
"1315","97bk16",97,"black",NA,2016,9,131,NA
"1316","20b14",20,"blue","m",2014,31,659,2014-07-11
"1317","20b14",20,"blue","m",2014,26,559,2014-07-11
"1318","20b14",20,"blue","m",2014,21,484,2014-07-11
"1319","20b14",20,"blue","m",2014,16,389,2014-07-11
"1320","20b14",20,"blue","m",2014,11,228,2014-07-11
"1321","20b14",20,"blue","m",2014,2,32,2014-07-11
"1322","20g14",20,"green","m",2014,30,642,2014-07-12
"1323","20g14",20,"green","m",2014,25,570,2014-07-12
"1324","20g14",20,"green","m",2014,20,482,2014-07-12
"1325","20g14",20,"green","m",2014,15,372,2014-07-12
"1326","20g14",20,"green","m",2014,10,176,2014-07-12
"1327","20g14",20,"green","m",2014,1,32,2014-07-12
"1328","20r14",20,"red","m",2014,29,648,2014-07-13
"1329","20r14",20,"red","m",2014,24,574,2014-07-13
"1330","20r14",20,"red","m",2014,19,493,2014-07-13
"1331","20r14",20,"red","m",2014,14,354,2014-07-13
"1332","20r14",20,"red","m",2014,9,209,2014-07-13
"1333","20bk14",20,"black","u",2014,21,350,2014-07-16
"1334","20bk14",20,"black","u",2014,16,249,2014-07-16
"1335","20bk14",20,"black","u",2014,11,168,2014-07-16
"1336","20bk14",20,"black","u",2014,6,75,2014-07-16
"1337","28b14",28,"blue","f",2014,32,608,2014-07-11
"1338","28b14",28,"blue","f",2014,25,773,2014-07-11
"1339","28b14",28,"blue","f",2014,20,678,2014-07-11
"1340","28b14",28,"blue","f",2014,15,467,2014-07-11
"1341","28b14",28,"blue","f",2014,10,249,2014-07-11
"1342","28b14",28,"blue","f",2014,5,87,2014-07-11
"1343","28r14",28,"red","m",2014,31,416,2014-07-12
"1344","28r14",28,"red","m",2014,24,544,2014-07-12
"1345","28r14",28,"red","m",2014,19,478,2014-07-12
"1346","28r14",28,"red","m",2014,14,307,2014-07-12
"1347","28r14",28,"red","m",2014,9,173,2014-07-12
"1348","28r14",28,"red","m",2014,4,60,2014-07-12
"1349","33b14",33,"blue","m",2014,30,536,2014-07-11
"1350","33b14",33,"blue","m",2014,25,435,2014-07-11
"1351","33b14",33,"blue","m",2014,20,509,2014-07-11
"1352","33b14",33,"blue","m",2014,15,452,2014-07-11
"1353","33b14",33,"blue","m",2014,10,268,2014-07-11
"1354","33b14",33,"blue","m",2014,5,109,2014-07-11
"1355","33b14",33,"blue","m",2014,2,49,2014-07-11
"1356","33r14",33,"red","u",2014,25,456,2014-07-12
"1357","33r14",33,"red","u",2014,20,605,2014-07-12
"1358","33r14",33,"red","u",2014,15,487,2014-07-12
"1359","33r14",33,"red","u",2014,10,260,2014-07-12
"1360","33r14",33,"red","u",2014,5,100,2014-07-12
"1361","33r14",33,"red","u",2014,2,45,2014-07-12
"1362","35b14",35,"blue","f",2014,30,710,2014-07-16
"1363","35b14",35,"blue","f",2014,24,548,2014-07-16
"1364","35b14",35,"blue","f",2014,19,389,2014-07-16
"1365","35b14",35,"blue","f",2014,14,251,2014-07-16
"1366","35b14",35,"blue","f",2014,4,53,2014-07-16
"1367","44b14",44,"blue","m",2014,31,526,2014-07-14
"1368","44b14",44,"blue","m",2014,29,571,2014-07-14
"1369","44b14",44,"blue","m",2014,21,486,2014-07-14
"1370","44b14",44,"blue","m",2014,16,406,2014-07-14
"1371","44b14",44,"blue","m",2014,11,220,2014-07-14
"1372","44b14",44,"blue","m",2014,6,70,2014-07-14
"1373","44b14",44,"blue","m",2014,1,34,2014-07-14
"1374","44g14",44,"green","f",2014,31,744,2014-07-14
"1375","44g14",44,"green","f",2014,29,764,2014-07-14
"1376","44g14",44,"green","f",2014,21,603,2014-07-14
"1377","44g14",44,"green","f",2014,16,477,2014-07-14
"1378","44g14",44,"green","f",2014,11,232,2014-07-14
"1379","44g14",44,"green","f",2014,6,63,2014-07-14
"1380","47b14",47,"blue","m",2014,24,511,2014-07-12
"1381","47b14",47,"blue","m",2014,19,485,2014-07-12
"1382","47b14",47,"blue","m",2014,14,369,2014-07-12
"1383","47b14",47,"blue","m",2014,9,191,2014-07-12
"1384","47b14",47,"blue","m",2014,4,58,2014-07-12
"1385","47g14",47,"green","f",2014,24,730,2014-07-12
"1386","47g14",47,"green","f",2014,19,645,2014-07-12
"1387","47g14",47,"green","f",2014,14,415,2014-07-12
"1388","47g14",47,"green","f",2014,9,186,2014-07-12
"1389","47g14",47,"green","f",2014,4,53,2014-07-12
"1390","47r14",47,"red","f",2014,23,668,2014-07-13
"1391","47r14",47,"red","f",2014,18,563,2014-07-13
"1392","47r14",47,"red","f",2014,13,386,2014-07-13
"1393","47r14",47,"red","f",2014,8,165,2014-07-13
"1394","47r14",47,"red","f",2014,3,49,2014-07-13
"1395","47bk14",47,"black","f",2014,22,548,2014-07-14
"1396","47bk14",47,"black","f",2014,17,498,2014-07-14
"1397","47bk14",47,"black","f",2014,12,285,2014-07-14
"1398","47bk14",47,"black","f",2014,7,118,2014-07-14
"1399","47bk14",47,"black","f",2014,2,33,2014-07-14
"1400","50b14",50,"blue","m",2014,29,599,2014-07-11
"1401","50b14",50,"blue","m",2014,21,511,2014-07-11
"1402","50b14",50,"blue","m",2014,16,423,2014-07-11
"1403","50b14",50,"blue","m",2014,11,235,2014-07-11
"1404","50b14",50,"blue","m",2014,6,82,2014-07-11
"1405","50b14",50,"blue","m",2014,3,44,2014-07-11
"1406","50g14",50,"green","m",2014,28,617,2014-07-12
"1407","50g14",50,"green","m",2014,20,562,2014-07-12
"1408","50g14",50,"green","m",2014,15,480,2014-07-12
"1409","50g14",50,"green","m",2014,10,262,2014-07-12
"1410","50g14",50,"green","m",2014,5,95,2014-07-12
"1411","50g14",50,"green","m",2014,2,37,2014-07-12
"1412","50r14",50,"red","f",2014,27,864,2014-07-13
"1413","50r14",50,"red","f",2014,19,648,2014-07-13
"1414","50r14",50,"red","f",2014,14,487,2014-07-13
"1415","50r14",50,"red","f",2014,9,237,2014-07-13
"1416","50r14",50,"red","f",2014,4,77,2014-07-13
"1417","50r14",50,"red","f",2014,1,34,2014-07-13
"1418","51b14",51,"blue","f",2014,30,755,2014-07-10
"1419","51b14",51,"blue","f",2014,26,661,2014-07-10
"1420","51b14",51,"blue","f",2014,21,658,2014-07-10
"1421","51b14",51,"blue","f",2014,16,468,2014-07-10
"1422","51b14",51,"blue","f",2014,11,256,2014-07-10
"1423","51b14",51,"blue","f",2014,6,82,2014-07-10
"1424","51b14",51,"blue","f",2014,1,37,2014-07-10
"1425","51g14",51,"green","f",2014,30,824,2014-07-10
"1426","51g14",51,"green","f",2014,26,746,2014-07-10
"1427","51g14",51,"green","f",2014,21,664,2014-07-10
"1428","51g14",51,"green","f",2014,16,469,2014-07-10
"1429","51g14",51,"green","f",2014,11,266,2014-07-10
"1430","51g14",51,"green","f",2014,6,86,2014-07-10
"1431","51g14",51,"green","f",2014,1,35,2014-07-10
"1432","51r14",51,"red","m",2014,29,562,2014-07-11
"1433","51r14",51,"red","m",2014,25,566,2014-07-11
"1434","51r14",51,"red","m",2014,20,479,2014-07-11
"1435","51r14",51,"red","m",2014,15,325,2014-07-11
"1436","51r14",51,"red","m",2014,10,195,2014-07-11
"1437","51r14",51,"red","m",2014,5,57,2014-07-11
"1438","67b14",67,"blue","u",2014,21,516,2014-07-11
"1439","67b14",67,"blue","u",2014,16,441,2014-07-11
"1440","67b14",67,"blue","u",2014,11,255,2014-07-11
"1441","67b14",67,"blue","u",2014,6,108,2014-07-11
"1442","67b14",67,"blue","u",2014,3,49,2014-07-11
"1443","67g14",67,"green","u",2014,21,487,2014-07-11
"1444","67g14",67,"green","u",2014,16,394,2014-07-11
"1445","67g14",67,"green","u",2014,11,218,2014-07-11
"1446","67g14",67,"green","u",2014,6,97,2014-07-11
"1447","67g14",67,"green","u",2014,3,44,2014-07-11
"1448","67r14",67,"red","f",2014,30,870,2014-07-12
"1449","67r14",67,"red","f",2014,26,806,2014-07-12
"1450","67r14",67,"red","f",2014,20,555,2014-07-12
"1451","67r14",67,"red","f",2014,15,395,2014-07-12
"1452","67r14",67,"red","f",2014,10,161,2014-07-12
"1453","67r14",67,"red","f",2014,5,60,2014-07-12
"1454","72g14",72,"green","m",2014,26,446,2014-07-16
"1455","72g14",72,"green","m",2014,19,353,2014-07-16
"1456","72g14",72,"green","m",2014,14,285,2014-07-16
"1457","72g14",72,"green","m",2014,9,153,2014-07-16
"1458","72g14",72,"green","m",2014,4,59,2014-07-16
"1459","76b14",76,"blue","f",2014,29,840,2014-07-15
"1460","76b14",76,"blue","f",2014,27,754,2014-07-15
"1461","76b14",76,"blue","f",2014,19,653,2014-07-15
"1462","76b14",76,"blue","f",2014,14,496,2014-07-15
"1463","76b14",76,"blue","f",2014,9,310,2014-07-15
"1464","76b14",76,"blue","f",2014,4,144,2014-07-15
"1465","76g14",76,"green","m",2014,29,581,2014-07-15
"1466","76g14",76,"green","m",2014,27,551,2014-07-15
"1467","76g14",76,"green","m",2014,19,458,2014-07-15
"1468","76g14",76,"green","m",2014,14,327,2014-07-15
"1469","76g14",76,"green","m",2014,9,221,2014-07-15
"1470","76g14",76,"green","m",2014,4,100,2014-07-15
"1471","77b14",77,"blue","f",2014,32,670,2014-07-10
"1472","77b14",77,"blue","f",2014,26,743,2014-07-10
"1473","77b14",77,"blue","f",2014,21,697,2014-07-10
"1474","77b14",77,"blue","f",2014,16,508,2014-07-10
"1475","77b14",77,"blue","f",2014,11,319,2014-07-10
"1476","77b14",77,"blue","f",2014,6,131,2014-07-10
"1477","77g14",77,"green","f",2014,32,630,2014-07-10
"1478","77g14",77,"green","f",2014,26,736,2014-07-10
"1479","77g14",77,"green","f",2014,21,688,2014-07-10
"1480","77g14",77,"green","f",2014,16,495,2014-07-10
"1481","77g14",77,"green","f",2014,11,296,2014-07-10
"1482","77g14",77,"green","f",2014,6,119,2014-07-10
"1483","77r14",77,"red","m",2014,31,467,2014-07-09
"1484","77r14",77,"red","m",2014,25,496,2014-07-09
"1485","77r14",77,"red","m",2014,20,489,2014-07-09
"1486","77r14",77,"red","m",2014,15,343,2014-07-09
"1487","77r14",77,"red","m",2014,10,214,2014-07-09
"1488","77r14",77,"red","m",2014,5,88,2014-07-09
"1489","79b14",79,"blue","f",2014,32,942,2014-07-10
"1490","79b14",79,"blue","f",2014,27,849,2014-07-10
"1491","79b14",79,"blue","f",2014,22,754,2014-07-10
"1492","79b14",79,"blue","f",2014,17,623,2014-07-10
"1493","79b14",79,"blue","f",2014,12,342,2014-07-10
"1494","79b14",79,"blue","f",2014,7,127,2014-07-10
"1495","79b14",79,"blue","f",2014,5,91,2014-07-10
"1496","79g14",79,"green","m",2014,25,474,2014-07-12
"1497","79g14",79,"green","m",2014,20,451,2014-07-12
"1498","79g14",79,"green","m",2014,15,377,2014-07-12
"1499","79g14",79,"green","m",2014,10,186,2014-07-12
"1500","79g14",79,"green","m",2014,5,69,2014-07-12
"1501","79g14",79,"green","m",2014,3,52,2014-07-12
"1502","79r14",79,"red","m",2014,29,614,2014-07-13
"1503","79r14",79,"red","m",2014,24,579,2014-07-13
"1504","79r14",79,"red","m",2014,19,475,2014-07-13
"1505","79r14",79,"red","m",2014,14,370,2014-07-13
"1506","79r14",79,"red","m",2014,9,174,2014-07-13
"1507","79r14",79,"red","m",2014,4,50,2014-07-13
"1508","79r14",79,"red","m",2014,2,42,2014-07-13
"1509","85b14",85,"blue","f",2014,31,813,2014-07-13
"1510","85b14",85,"blue","f",2014,27,646,2014-07-13
"1511","85b14",85,"blue","f",2014,22,519,2014-07-13
"1512","85b14",85,"blue","f",2014,16,476,2014-07-13
"1513","85b14",85,"blue","f",2014,11,274,2014-07-13
"1514","85b14",85,"blue","f",2014,6,97,2014-07-13
"1515","85b14",85,"blue","f",2014,1,35,2014-07-13
"1516","85g14",85,"green","m",2014,31,665,2014-07-13
"1517","85g14",85,"green","m",2014,27,556,2014-07-13
"1518","85g14",85,"green","m",2014,22,478,2014-07-13
"1519","85g14",85,"green","m",2014,16,421,2014-07-13
"1520","85g14",85,"green","m",2014,11,263,2014-07-13
"1521","85g14",85,"green","m",2014,6,108,2014-07-13
"1522","85g14",85,"green","m",2014,1,33,2014-07-13
"1523","85r14",85,"red","m",2014,31,597,2014-07-13
"1524","85r14",85,"red","m",2014,27,497,2014-07-13
"1525","85r14",85,"red","m",2014,22,417,2014-07-13
"1526","85r14",85,"red","m",2014,16,407,2014-07-13
"1527","85r14",85,"red","m",2014,11,234,2014-07-13
"1528","85r14",85,"red","m",2014,6,89,2014-07-13
"1529","85r14",85,"red","m",2014,1,32,2014-07-13
"1530","88g14",88,"green","m",2014,29,463,2014-07-12
"1531","88g14",88,"green","m",2014,25,498,2014-07-12
"1532","88g14",88,"green","m",2014,20,399,2014-07-12
"1533","88g14",88,"green","m",2014,15,241,2014-07-12
"1534","88g14",88,"green","m",2014,10,135,2014-07-12
"1535","88g14",88,"green","m",2014,5,69,2014-07-12
"1536","88g14",88,"green","m",2014,2,36,2014-07-12
"1537","100b14",100,"blue","m",2014,31,614,2014-07-10
"1538","100b14",100,"blue","m",2014,26,544,2014-07-10
"1539","100b14",100,"blue","m",2014,23,483,2014-07-10
"1540","100b14",100,"blue","m",2014,14,339,2014-07-10
"1541","100b14",100,"blue","m",2014,8,147,2014-07-10
"1542","100b14",100,"blue","m",2014,4,53,2014-07-10
