"","ind","nest","chick","sex","year","age","weight","hatch_day"
"489","59b15",59,"blue","f",2015,14,331,2015-07-20
"490","59b15",59,"blue","f",2015,20,632,2015-07-20
"491","59b15",59,"blue","f",2015,24,718,2015-07-20
"492","59b15",59,"blue","f",2015,28,828,2015-07-20
"493","72b15",72,"blue","f",2015,4,66,2015-07-16
"494","72b15",72,"blue","f",2015,11,316,2015-07-16
"495","72b15",72,"blue","f",2015,15,459,2015-07-16
"496","72b15",72,"blue","f",2015,19,655,2015-07-16
"497","72b15",72,"blue","f",2015,26,807,2015-07-16
"498","72b15",72,"blue","f",2015,30,854,2015-07-16
"499","95b15",95,"blue","m",2015,3,46,2015-07-14
"500","95b15",95,"blue","m",2015,6,153,2015-07-14
"501","95b15",95,"blue","m",2015,13,307,2015-07-14
"502","95b15",95,"blue","m",2015,17,417,2015-07-14
"503","95b15",95,"blue","m",2015,23,599,2015-07-14
"504","95b15",95,"blue","m",2015,27,580,2015-07-14
"505","53b15",53,"blue","u",2015,8,102,2015-07-19
"506","53b15",53,"blue","u",2015,12,228,2015-07-19
"507","30b15",30,"blue","u",2015,2,37,2015-07-18
"508","30b15",30,"blue","u",2015,9,139,2015-07-18
"509","30b15",30,"blue","u",2015,13,235,2015-07-18
"510","30b15",30,"blue","u",2015,18,239,2015-07-18
"511","1b15",1,"blue","u",2015,5,49,2015-07-17
"512","1b15",1,"blue","u",2015,10,139,2015-07-17
"513","8b15",8,"blue","m",2015,3,43,2015-07-14
"514","8b15",8,"blue","m",2015,8,127,2015-07-14
"515","8b15",8,"blue","m",2015,14,353,2015-07-14
"516","8b15",8,"blue","m",2015,21,552,2015-07-14
"517","8b15",8,"blue","m",2015,21,621,2015-07-14
"518","8b15",8,"blue","m",2015,21,628,2015-07-14
"519","12g15",12,"green","m",2015,2,33,2015-07-11
"520","12g15",12,"green","m",2015,6,58,2015-07-11
"521","12g15",12,"green","m",2015,11,139,2015-07-11
"522","12g15",12,"green","m",2015,15,290,2015-07-11
"523","12g15",12,"green","m",2015,19,467,2015-07-11
"524","12g15",12,"green","m",2015,25,582,2015-07-11
"525","12g15",12,"green","m",2015,33,558,2015-07-11
"526","20g15",20,"green","m",2015,3,37,2015-07-15
"527","20g15",20,"green","m",2015,4,44,2015-07-15
"528","20g15",20,"green","m",2015,8,113,2015-07-15
"529","20g15",20,"green","m",2015,14,299,2015-07-15
"530","20g15",20,"green","m",2015,19,435,2015-07-15
"531","20g15",20,"green","m",2015,25,588,2015-07-15
"532","20g15",20,"green","m",2015,29,570,2015-07-15
"533","39b15",39,"blue","m",2015,2,32,2015-07-15
"534","39b15",39,"blue","m",2015,7,68,2015-07-15
"535","39b15",39,"blue","m",2015,13,201,2015-07-15
"536","39b15",39,"blue","m",2015,20,396,2015-07-15
"537","39b15",39,"blue","m",2015,23,574,2015-07-15
"538","39b15",39,"blue","m",2015,29,695,2015-07-15
"539","130b15",130,"blue","m",2015,5,68,2015-07-13
"540","130b15",130,"blue","m",2015,10,201,2015-07-13
"541","130b15",130,"blue","m",2015,15,466,2015-07-13
"542","130b15",130,"blue","m",2015,21,557,2015-07-13
"543","130b15",130,"blue","m",2015,25,655,2015-07-13
"544","130b15",130,"blue","m",2015,30,586,2015-07-13
"545","19b15",19,"blue","m",2015,1,28,2015-07-21
"546","19b15",19,"blue","m",2015,6,88,2015-07-21
"547","19b15",19,"blue","m",2015,15,262,2015-07-21
"548","19b15",19,"blue","m",2015,25,548,2015-07-21
"549","19b15",19,"blue","m",2015,29,592,2015-07-21
"550","67b15",67,"blue","u",2015,5,64,2015-07-14
"551","67b15",67,"blue","u",2015,10,140,2015-07-14
"552","35b15",35,"blue","u",2015,5,60,2015-07-18
"553","53bk15",53,"black","u",2015,5,70,2015-07-22
"554","53bk15",53,"black","u",2015,9,166,2015-07-22
"555","130bk15",130,"black","m",2015,3,30,2015-07-15
"556","130bk15",130,"black","m",2015,8,59,2015-07-15
"557","130bk15",130,"black","m",2015,13,184,2015-07-15
"558","130bk15",130,"black","m",2015,19,378,2015-07-15
"559","130bk15",130,"black","m",2015,23,552,2015-07-15
"560","130bk15",130,"black","m",2015,28,514,2015-07-15
"561","67bk15",67,"black","u",2015,4,47,2015-07-15
"562","19bk15",19,"black","unk",2015,6,44,2015-07-21
"563","35bk15",35,"black","u",2015,2,30,2015-07-18
"564","1r16",1,"red","m",2016,2,47,2016-07-16
"565","1r16",1,"red","m",2016,8,169,2016-07-22
"566","1r16",1,"red","m",2016,13,374,2016-07-27
"567","1r16",1,"red","m",2016,18,500,2016-07-01
"568","1r16",1,"red","m",2016,23,424,2016-07-06
"569","1r16",1,"red","m",2016,28,567,2016-07-11
"570","1b16",1,"blue","m",2016,2,46,NA
"571","1b16",1,"blue","m",2016,8,182,NA
"572","1b16",1,"blue","m",2016,13,388,NA
"573","1b16",1,"blue","m",2016,18,530,NA
"574","1b16",1,"blue","m",2016,23,447,NA
"575","1b16",1,"blue","m",2016,28,560,NA
"576","1g16",1,"green","m",2016,1,36,NA
"577","1g16",1,"green","m",2016,7,142,NA
"578","1g16",1,"green","m",2016,12,323,NA
"579","1g16",1,"green","m",2016,17,480,NA
"580","1g16",1,"green","m",2016,22,402,NA
"581","1g16",1,"green","m",2016,27,431,NA
"582","3r16",3,"red","f",2016,4,70,NA
"583","3r16",3,"red","f",2016,9,189,NA
"584","3r16",3,"red","f",2016,14,370,NA
"585","3r16",3,"red","f",2016,19,538,NA
"586","3r16",3,"red","f",2016,23,650,NA
"587","3r16",3,"red","f",2016,28,758,NA
"588","4r16",4,"red","f",2016,5,96,NA
"589","4r16",4,"red","f",2016,10,270,NA
"590","4r16",4,"red","f",2016,15,534,NA
"591","4r16",4,"red","f",2016,21,691,NA
"592","4r16",4,"red","f",2016,26,779,NA
"593","4r16",4,"red","f",2016,31,761,NA
"594","4b16",4,"blue","m",2016,3,47,NA
"595","4b16",4,"blue","m",2016,8,145,NA
"596","4b16",4,"blue","m",2016,13,327,NA
"597","4b16",4,"blue","m",2016,19,451,NA
"598","4b16",4,"blue","m",2016,24,532,NA
"599","4b16",4,"blue","m",2016,29,519,NA
"600","8r16",8,"red","f",2016,7,169,NA
"601","8r16",8,"red","f",2016,11,338,NA
"602","8r16",8,"red","f",2016,17,601,NA
"603","8r16",8,"red","f",2016,21,748,NA
"604","8r16",8,"red","f",2016,28,812,NA
"605","8r16",8,"red","f",2016,31,873,NA
"606","8b16",8,"blue","f",2016,6,141,NA
"607","8b16",8,"blue","f",2016,10,286,NA
"608","8b16",8,"blue","f",2016,16,536,NA
"609","8b16",8,"blue","f",2016,20,660,NA
"610","8b16",8,"blue","f",2016,27,772,NA
"611","8b16",8,"blue","f",2016,30,741,NA
"612","8g16",8,"green","f",2016,6,144,NA
"613","8g16",8,"green","f",2016,10,299,NA
"614","8g16",8,"green","f",2016,16,547,NA
"615","8g16",8,"green","f",2016,20,680,NA
"616","8g16",8,"green","f",2016,27,803,NA
"617","8g16",8,"green","f",2016,30,910,NA
"618","15r16",15,"red","m",2016,5,94,NA
"619","15r16",15,"red","m",2016,10,231,NA
"620","15r16",15,"red","m",2016,15,388,NA
"621","15r16",15,"red","m",2016,20,519,NA
"622","15r16",15,"red","m",2016,26,447,NA
"623","15r16",15,"red","m",2016,30,402,NA
"624","15b16",15,"blue","f",2016,5,84,NA
"625","15b16",15,"blue","f",2016,10,235,NA
"626","15b16",15,"blue","f",2016,15,444,NA
"627","15b16",15,"blue","f",2016,20,649,NA
"628","15b16",15,"blue","f",2016,26,592,NA
"629","15b16",15,"blue","f",2016,30,479,NA
"630","19r16",19,"red","m",2016,1,44,NA
"631","19r16",19,"red","m",2016,6,129,NA
"632","19r16",19,"red","m",2016,11,283,NA
"633","19r16",19,"red","m",2016,17,395,NA
"634","19r16",19,"red","m",2016,21,537,NA
"635","19r16",19,"red","m",2016,26,596,NA
"636","19r16",19,"red","m",2016,31,607,NA
"637","23r16",23,"red","f",2016,4,92,NA
"638","23r16",23,"red","f",2016,9,246,NA
"639","23r16",23,"red","f",2016,14,500,NA
"640","23r16",23,"red","f",2016,19,644,NA
"641","23r16",23,"red","f",2016,23,714,NA
"642","23r16",23,"red","f",2016,28,815,NA
"643","23b16",23,"blue","f",2016,4,81,NA
"644","23b16",23,"blue","f",2016,9,231,NA
"645","23b16",23,"blue","f",2016,14,412,NA
"646","23b16",23,"blue","f",2016,19,613,NA
"647","23b16",23,"blue","f",2016,23,738,NA
"648","23b16",23,"blue","f",2016,28,805,NA
"649","23g16",23,"green","f",2016,2,58,NA
"650","23g16",23,"green","f",2016,7,170,NA
"651","23g16",23,"green","f",2016,12,375,NA
"652","23g16",23,"green","f",2016,17,560,NA
"653","23g16",23,"green","f",2016,21,665,NA
"654","23g16",23,"green","f",2016,26,786,NA
"655","31r16",31,"red","f",2016,4,79,NA
"656","31r16",31,"red","f",2016,9,207,NA
"657","31r16",31,"red","f",2016,15,300,NA
"658","31r16",31,"red","f",2016,19,417,NA
"659","31r16",31,"red","f",2016,25,511,NA
"660","31r16",31,"red","f",2016,30,600,NA
"661","31b16",31,"blue","f",2016,4,69,NA
"662","31b16",31,"blue","f",2016,9,180,NA
"663","31b16",31,"blue","f",2016,15,278,NA
"664","31b16",31,"blue","f",2016,19,393,NA
"665","31b16",31,"blue","f",2016,25,521,NA
"666","31b16",31,"blue","f",2016,30,610,NA
"667","41r16",41,"red","m",2016,5,86,NA
"668","41r16",41,"red","m",2016,10,202,NA
"669","41r16",41,"red","m",2016,15,409,NA
"670","41r16",41,"red","m",2016,20,496,NA
"671","41r16",41,"red","m",2016,24,546,NA
"672","41r16",41,"red","m",2016,29,621,NA
"673","41b16",41,"blue","f",2016,4,62,NA
"674","41b16",41,"blue","f",2016,9,158,NA
"675","41b16",41,"blue","f",2016,14,417,NA
"676","41b16",41,"blue","f",2016,19,518,NA
"677","41b16",41,"blue","f",2016,23,656,NA
"678","41b16",41,"blue","f",2016,28,743,NA
"679","41g16",41,"green","f",2016,3,49,NA
"680","41g16",41,"green","f",2016,8,139,NA
"681","41g16",41,"green","f",2016,13,335,NA
"682","41g16",41,"green","f",2016,18,407,NA
"683","41g16",41,"green","f",2016,22,476,NA
"684","41g16",41,"green","f",2016,27,557,NA
"685","51r16",51,"red","m",2016,3,59,NA
"686","51r16",51,"red","m",2016,8,146,NA
"687","51r16",51,"red","m",2016,13,311,NA
"688","51r16",51,"red","m",2016,19,433,NA
"689","51r16",51,"red","m",2016,23,550,NA
"690","51r16",51,"red","m",2016,27,569,NA
"691","51b16",51,"blue","m",2016,3,59,NA
"692","51b16",51,"blue","m",2016,8,154,NA
"693","51b16",51,"blue","m",2016,13,304,NA
"694","51b16",51,"blue","m",2016,19,444,NA
"695","51b16",51,"blue","m",2016,23,543,NA
"696","51b16",51,"blue","m",2016,27,548,NA
"697","51g16",51,"green","f",2016,3,51,NA
"698","51g16",51,"green","f",2016,8,170,NA
"699","51g16",51,"green","f",2016,13,370,NA
"700","51g16",51,"green","f",2016,19,600,NA
"701","51g16",51,"green","f",2016,23,795,NA
"702","51g16",51,"green","f",2016,27,788,NA
"703","51bk16",51,"black","m",2016,2,40,NA
"704","51bk16",51,"black","m",2016,7,100,NA
"705","51bk16",51,"black","m",2016,12,211,NA
"706","51bk16",51,"black","m",2016,18,315,NA
"707","51bk16",51,"black","m",2016,22,455,NA
"708","51bk16",51,"black","m",2016,27,493,NA
"709","53r16",53,"red","f",2016,6,121,NA
"710","53r16",53,"red","f",2016,11,346,NA
"711","53r16",53,"red","f",2016,16,580,NA
"712","53r16",53,"red","f",2016,21,613,NA
"713","53r16",53,"red","f",2016,27,770,NA
"714","53r16",53,"red","f",2016,31,825,NA
"715","53b16",53,"blue","f",2016,6,109,NA
"716","53b16",53,"blue","f",2016,11,327,NA
"717","53b16",53,"blue","f",2016,16,585,NA
"718","53b16",53,"blue","f",2016,21,608,NA
"719","53b16",53,"blue","f",2016,27,799,NA
"720","53b16",53,"blue","f",2016,31,858,NA
"721","53g16",53,"green","m",2016,5,83,NA
"722","53g16",53,"green","m",2016,10,247,NA
"723","53g16",53,"green","m",2016,15,421,NA
"724","53g16",53,"green","m",2016,20,471,NA
"725","53g16",53,"green","m",2016,26,604,NA
"726","53g16",53,"green","m",2016,30,665,NA
"727","53bk16",53,"black","m",2016,3,48,NA
"728","53bk16",53,"black","m",2016,8,141,NA
"729","53bk16",53,"black","m",2016,12,304,NA
"730","53bk16",53,"black","m",2016,17,371,NA
"731","53bk16",53,"black","m",2016,23,510,NA
"732","53bk16",53,"black","m",2016,27,576,NA
"733","58r16",58,"red","f",2016,1,41,NA
"734","58r16",58,"red","f",2016,6,136,NA
"735","58r16",58,"red","f",2016,11,346,NA
"736","58r16",58,"red","f",2016,17,578,NA
"737","58r16",58,"red","f",2016,21,560,NA
"738","58r16",58,"red","f",2016,26,766,NA
"739","58r16",58,"red","f",2016,31,633,NA
"740","58g16",58,"green","f",2016,1,33,NA
"741","58g16",58,"green","f",2016,5,99,NA
"742","58g16",58,"green","f",2016,10,296,NA
"743","58g16",58,"green","f",2016,16,566,NA
"744","58g16",58,"green","f",2016,20,600,NA
"745","58g16",58,"green","f",2016,25,826,NA
"746","58g16",58,"green","f",2016,30,678,NA
"747","59r16",59,"red","m",2016,6,184,NA
"748","59r16",59,"red","m",2016,9,284,NA
"749","59r16",59,"red","m",2016,14,441,NA
"750","59r16",59,"red","m",2016,20,525,NA
"751","59r16",59,"red","m",2016,24,730,NA
"752","59r16",59,"red","m",2016,29,516,NA
"753","59g16",59,"green","m",2016,6,108,NA
"754","59g16",59,"green","m",2016,9,201,NA
"755","59g16",59,"green","m",2016,14,388,NA
"756","59g16",59,"green","m",2016,20,503,NA
"757","59g16",59,"green","m",2016,24,601,NA
"758","59g16",59,"green","m",2016,29,603,NA
"759","59b16",59,"blue","m",2016,7,177,NA
"760","59b16",59,"blue","m",2016,10,271,NA
"761","59b16",59,"blue","m",2016,15,438,NA
"762","59b16",59,"blue","m",2016,21,548,NA
"763","59b16",59,"blue","m",2016,25,594,NA
"764","59b16",59,"blue","m",2016,30,611,NA
"765","63r16",63,"red","m",2016,1,33,NA
"766","63r16",63,"red","m",2016,5,104,NA
"767","63r16",63,"red","m",2016,10,232,NA
"768","63r16",63,"red","m",2016,15,405,NA
"769","63r16",63,"red","m",2016,20,532,NA
"770","63r16",63,"red","m",2016,25,580,NA
"771","63r16",63,"red","m",2016,30,614,NA
"772","63b16",63,"blue","m",2016,1,38,NA
"773","63b16",63,"blue","m",2016,6,113,NA
"774","63b16",63,"blue","m",2016,11,250,NA
"775","63b16",63,"blue","m",2016,16,420,NA
"776","63b16",63,"blue","m",2016,21,526,NA
"777","63b16",63,"blue","m",2016,26,607,NA
"778","63b16",63,"blue","m",2016,31,616,NA
"779","75r16",75,"red","m",2016,4,73,NA
"780","75r16",75,"red","m",2016,9,214,NA
"781","75r16",75,"red","m",2016,14,379,NA
"782","75r16",75,"red","m",2016,19,538,NA
"783","75r16",75,"red","m",2016,24,584,NA
"784","75r16",75,"red","m",2016,29,639,NA
"785","75g16",75,"green","m",2016,3,63,NA
"786","75g16",75,"green","m",2016,8,174,NA
"787","75g16",75,"green","m",2016,13,331,NA
"788","75g16",75,"green","m",2016,18,500,NA
"789","75g16",75,"green","m",2016,23,508,NA
"790","75g16",75,"green","m",2016,28,565,NA
"791","77b16",77,"blue","f",2016,5,110,NA
"792","77b16",77,"blue","f",2016,10,273,NA
"793","77b16",77,"blue","f",2016,15,500,NA
"794","77b16",77,"blue","f",2016,20,558,NA
"795","77b16",77,"blue","f",2016,25,682,NA
"796","77b16",77,"blue","f",2016,30,808,NA
"797","78r16",78,"red","f",2016,5,124,NA
"798","78r16",78,"red","f",2016,10,327,NA
"799","78r16",78,"red","f",2016,15,500,NA
"800","78r16",78,"red","f",2016,20,609,NA
"801","78r16",78,"red","f",2016,25,641,NA
"802","78r16",78,"red","f",2016,30,810,NA
"803","89r16",89,"red","f",2016,5,90,NA
"804","89r16",89,"red","f",2016,10,248,NA
"805","89r16",89,"red","f",2016,20,683,NA
"806","89r16",89,"red","f",2016,25,785,NA
"807","89r16",89,"red","f",2016,30,795,NA
"808","89b16",89,"blue","m",2016,4,64,NA
"809","89b16",89,"blue","m",2016,9,186,NA
"810","89b16",89,"blue","m",2016,19,503,NA
"811","89b16",89,"blue","m",2016,24,621,NA
"812","89b16",89,"blue","m",2016,29,600,NA
"813","97r16",97,"red","f",2016,2,68,NA
"814","97r16",97,"red","f",2016,7,194,NA
"815","97r16",97,"red","f",2016,12,457,NA
"816","97r16",97,"red","f",2016,21,790,NA
"817","97r16",97,"red","f",2016,26,897,NA
"818","97r16",97,"red","f",2016,31,843,NA
"819","97b16",97,"blue","m",2016,2,60,NA
"820","97b16",97,"blue","m",2016,7,174,NA
"821","97b16",97,"blue","m",2016,12,375,NA
"822","97b16",97,"blue","m",2016,21,560,NA
"823","97b16",97,"blue","m",2016,26,591,NA
"824","97b16",97,"blue","m",2016,31,603,NA
"825","97g16",97,"green","m",2016,1,40,NA
"826","97g16",97,"green","m",2016,6,126,NA
"827","97g16",97,"green","m",2016,11,280,NA
"828","97g16",97,"green","m",2016,20,553,NA
"829","97g16",97,"green","m",2016,25,574,NA
"830","97g16",97,"green","m",2016,30,600,NA
"831","100r16",100,"red","f",2016,8,203,NA
"832","100r16",100,"red","f",2016,14,389,NA
"833","100r16",100,"red","f",2016,18,607,NA
"834","100r16",100,"red","f",2016,23,740,NA
"835","100r16",100,"red","f",2016,29,780,NA
"836","100r16",100,"red","f",2016,35,852,NA
"837","100b16",100,"blue","f",2016,8,175,NA
"838","100b16",100,"blue","f",2016,14,365,NA
"839","100b16",100,"blue","f",2016,18,611,NA
"840","100b16",100,"blue","f",2016,23,726,NA
"841","100b16",100,"blue","f",2016,29,755,NA
"842","100b16",100,"blue","f",2016,35,824,NA
"843","110r16",110,"red","f",2016,5,117,NA
"844","110r16",110,"red","f",2016,10,301,NA
"845","110r16",110,"red","f",2016,15,560,NA
"846","110r16",110,"red","f",2016,20,684,NA
"847","110r16",110,"red","f",2016,25,899,NA
"848","110r16",110,"red","f",2016,30,864,NA
"849","110b16",110,"blue","f",2016,5,107,NA
"850","110b16",110,"blue","f",2016,10,280,NA
"851","110b16",110,"blue","f",2016,15,513,NA
"852","110b16",110,"blue","f",2016,20,664,NA
"853","110b16",110,"blue","f",2016,25,836,NA
"854","110b16",110,"blue","f",2016,30,850,NA
"855","12b17",12,"blue","f",2017,2,51.2,NA
"856","12b17",12,"blue","f",2017,7,178,NA
"857","12b17",12,"blue","f",2017,13,478,NA
"858","12b17",12,"blue","f",2017,17,650,NA
"859","12b17",12,"blue","f",2017,23,842,NA
"860","12g17",12,"green","f",2017,1,37.8,NA
"861","12g17",12,"green","f",2017,6,126,NA
"862","12g17",12,"green","f",2017,12,382,NA
"863","12g17",12,"green","f",2017,16,564,NA
"864","12g17",12,"green","f",2017,22,832,NA
"865","18b17",18,"blue","f",2017,3,55,NA
"866","18b17",18,"blue","f",2017,8,195,NA
"867","18b17",18,"blue","f",2017,13,391,NA
"868","18b17",18,"blue","f",2017,17,579,NA
"869","18b17",18,"blue","f",2017,23,764,NA
"870","18b17",18,"blue","f",2017,29,809,NA
"871","18g17",18,"green","m",2017,1,31,NA
"872","18g17",18,"green","m",2017,6,74,NA
"873","18g17",18,"green","m",2017,11,193,NA
"874","18g17",18,"green","m",2017,15,349,NA
"875","18g17",18,"green","m",2017,21,568,NA
"876","18g17",18,"green","m",2017,27,545,NA
"877","18r17",18,"red","f",2017,3,66,NA
"878","18r17",18,"red","f",2017,8,213,NA
"879","18r17",18,"red","f",2017,13,451,NA
"880","18r17",18,"red","f",2017,17,659,NA
"881","18r17",18,"red","f",2017,23,878,NA
"882","18r17",18,"red","f",2017,29,879,NA
"883","19r17",19,"red","f",2017,9,234,NA
"884","19r17",19,"red","f",2017,15,499,NA
"885","19r17",19,"red","f",2017,19,728,NA
"886","19r17",19,"red","f",2017,24,872,NA
"887","19r17",19,"red","f",2017,29,953,NA
"888","1g17",1,"green","m",2017,2,50,NA
"889","1g17",1,"green","m",2017,6,127,NA
"890","1g17",1,"green","m",2017,10,254,NA
"891","1g17",1,"green","m",2017,16,454,NA
"892","1g17",1,"green","m",2017,21,544,NA
"893","1g17",1,"green","m",2017,26,606,NA
"894","1r17",1,"red","f",2017,3,63,NA
"895","1r17",1,"red","f",2017,7,165,NA
"896","1r17",1,"red","f",2017,11,333,NA
"897","1r17",1,"red","f",2017,17,654,NA
"898","1r17",1,"red","f",2017,22,796,NA
"899","1r17",1,"red","f",2017,27,890,NA
"900","22b17",22,"blue","f",2017,2,50,NA
"901","22b17",22,"blue","f",2017,12,393,NA
"902","22b17",22,"blue","f",2017,18,685,NA
"903","22b17",22,"blue","f",2017,22,752,NA
"904","22b17",22,"blue","f",2017,27,862,NA
"905","22g17",22,"green","m",2017,1,37,NA
"906","22g17",22,"green","m",2017,11,256,NA
"907","22g17",22,"green","m",2017,17,464,NA
"908","22g17",22,"green","m",2017,21,505,NA
"909","22g17",22,"green","m",2017,26,565,NA
"910","22r17",22,"red","m",2017,4,60,NA
"911","22r17",22,"red","m",2017,14,350,NA
"912","22r17",22,"red","m",2017,20,560,NA
"913","22r17",22,"red","m",2017,24,579,NA
"914","22r17",22,"red","m",2017,29,652,NA
"915","23r17",23,"red","f",2017,9,158,NA
"916","23r17",23,"red","f",2017,15,430,NA
"917","23r17",23,"red","f",2017,19,608,NA
"918","23r17",23,"red","f",2017,24,825,NA
"919","23r17",23,"red","f",2017,29,861,NA
"920","30b17",30,"blue",NA,2017,5,78,NA
"921","30b17",30,"blue",NA,2017,10,219,NA
"922","30b17",30,"blue",NA,2017,15,488,NA
"923","30b17",30,"blue",NA,2017,20,599,NA
"924","30b17",30,"blue",NA,2017,25,728,NA
"925","30b17",30,"blue",NA,2017,31,899,NA
"926","30g17",30,"green",NA,2017,4,54,NA
"927","30g17",30,"green",NA,2017,9,138,NA
"928","30g17",30,"green",NA,2017,14,328,NA
"929","30g17",30,"green",NA,2017,19,386,NA
"930","30g17",30,"green",NA,2017,24,480,NA
"931","30g17",30,"green",NA,2017,30,546,NA
"932","30r17",30,"red",NA,2017,5,79,NA
"933","30r17",30,"red",NA,2017,10,209,NA
"934","30r17",30,"red",NA,2017,15,468,NA
"935","30r17",30,"red",NA,2017,20,586,NA
"936","30r17",30,"red",NA,2017,25,735,NA
"937","30r17",30,"red",NA,2017,31,878,NA
"938","31b17",31,"blue",NA,2017,3,51,NA
"939","31b17",31,"blue",NA,2017,8,173,NA
"940","31b17",31,"blue",NA,2017,12,298,NA
"941","31g17",31,"green",NA,2017,1,26,NA
"942","31g17",31,"green",NA,2017,6,46,NA
"943","31g17",31,"green",NA,2017,10,84,NA
"944","31r17",31,"red",NA,2017,4,59,NA
"945","31r17",31,"red",NA,2017,9,194,NA
"946","31r17",31,"red",NA,2017,13,367,NA
"947","33b17",33,"blue",NA,2017,4,65,NA
"948","33b17",33,"blue",NA,2017,9,166,NA
"949","33b17",33,"blue",NA,2017,14,340,NA
"950","33b17",33,"blue",NA,2017,18,490,NA
"951","33b17",33,"blue",NA,2017,24,602,NA
"952","33b17",33,"blue",NA,2017,29,572,NA
"953","33bk17",33,"black",NA,2017,2,40.6,NA
"954","33bk17",33,"black",NA,2017,7,118,NA
"955","33bk17",33,"black",NA,2017,12,272,NA
"956","33bk17",33,"black",NA,2017,16,418,NA
"957","33bk17",33,"black",NA,2017,22,567,NA
"958","33bk17",33,"black",NA,2017,27,568,NA
"959","33g17",33,"green",NA,2017,4,61.6,NA
"960","33g17",33,"green",NA,2017,9,162,NA
"961","33g17",33,"green",NA,2017,14,320,NA
"962","33g17",33,"green",NA,2017,18,472,NA
"963","33g17",33,"green",NA,2017,24,616,NA
"964","33g17",33,"green",NA,2017,29,570,NA
"965","33r17",33,"red",NA,2017,4,66,NA
"966","33r17",33,"red",NA,2017,9,184,NA
"967","33r17",33,"red",NA,2017,14,362,NA
"968","33r17",33,"red",NA,2017,18,526,NA
"969","33r17",33,"red",NA,2017,24,626,NA
"970","33r17",33,"red",NA,2017,29,625,NA
"971","51b17",51,"blue",NA,2017,3,50,NA
"972","51b17",51,"blue",NA,2017,8,126,NA
"973","51b17",51,"blue",NA,2017,13,256,NA
"974","51b17",51,"blue",NA,2017,18,313,NA
"975","51g17",51,"green",NA,2017,3,35,NA
"976","51g17",51,"green",NA,2017,8,81,NA
"977","51g17",51,"green",NA,2017,13,146,NA
"978","51r17",51,"red",NA,2017,3,60,NA
"979","51r17",51,"red",NA,2017,8,165,NA
"980","51r17",51,"red",NA,2017,13,321,NA
"981","51r17",51,"red",NA,2017,18,487,NA
"982","51r17",51,"red",NA,2017,23,619,NA
"983","51r17",51,"red",NA,2017,27,660,NA
"984","51r17",51,"red",NA,2017,33,801,NA
"985","58b17",58,"blue",NA,2017,2,54,NA
"986","58b17",58,"blue",NA,2017,9,270,NA
"987","58b17",58,"blue",NA,2017,14,539,NA
"988","58b17",58,"blue",NA,2017,18,674,NA
"989","58b17",58,"blue",NA,2017,23,814,NA
"990","58b17",58,"blue",NA,2017,30,895,NA
"991","58bk17",58,"black",NA,2017,1,39,NA
"992","58bk17",58,"black",NA,2017,8,222,NA
"993","58bk17",58,"black",NA,2017,13,447,NA
"994","58bk17",58,"black",NA,2017,17,624,NA
"995","58bk17",58,"black",NA,2017,22,745,NA
"996","58bk17",58,"black",NA,2017,29,795,NA
"997","58g17",58,"green",NA,2017,2,42,NA
"998","58g17",58,"green",NA,2017,9,214,NA
"999","58g17",58,"green",NA,2017,14,395,NA
"1000","58g17",58,"green",NA,2017,18,505,NA
"1001","58g17",58,"green",NA,2017,23,555,NA
"1002","58g17",58,"green",NA,2017,30,534,NA
"1003","58r17",58,"red",NA,2017,2,55,NA
"1004","58r17",58,"red",NA,2017,9,239,NA
"1005","58r17",58,"red",NA,2017,14,426,NA
"1006","58r17",58,"red",NA,2017,18,531,NA
"1007","58r17",58,"red",NA,2017,23,570,NA
"1008","58r17",58,"red",NA,2017,30,583,NA
"1009","59b17",59,"blue",NA,2017,3,62,NA
"1010","59b17",59,"blue",NA,2017,7,154,NA
"1011","59b17",59,"blue",NA,2017,13,344,NA
"1012","59b17",59,"blue",NA,2017,18,490,NA
"1013","59b17",59,"blue",NA,2017,23,573,NA
"1014","59b17",59,"blue",NA,2017,30,NA,NA
"1015","59bk17",59,"black",NA,2017,3,60,NA
"1016","59bk17",59,"black",NA,2017,7,162,NA
"1017","59bk17",59,"black",NA,2017,13,419,NA
"1018","59bk17",59,"black",NA,2017,18,616,NA
"1019","59bk17",59,"black",NA,2017,23,749,NA
"1020","59bk17",59,"black",NA,2017,30,778,NA
"1021","59g17",59,"green",NA,2017,3,62,NA
"1022","59g17",59,"green",NA,2017,7,152,NA
"1023","59g17",59,"green",NA,2017,13,404,NA
"1024","59g17",59,"green",NA,2017,18,615,NA
"1025","59g17",59,"green",NA,2017,23,781,NA
"1026","59g17",59,"green",NA,2017,30,830,NA
"1027","59r17",59,"red",NA,2017,4,67,NA
"1028","59r17",59,"red",NA,2017,8,178,NA
"1029","59r17",59,"red",NA,2017,14,444,NA
"1030","59r17",59,"red",NA,2017,19,660,NA
"1031","59r17",59,"red",NA,2017,24,803,NA
"1032","59r17",59,"red",NA,2017,31,NA,NA
"1033","5b17",5,"blue",NA,2017,4,80,NA
"1034","5b17",5,"blue",NA,2017,10,249,NA
"1035","5b17",5,"blue",NA,2017,15,414,NA
"1036","5b17",5,"blue",NA,2017,20,526,NA
"1037","5b17",5,"blue",NA,2017,27,642,NA
"1038","5b17",5,"blue",NA,2017,30,622,NA
"1039","5bk17",5,"black",NA,2017,1,27,NA
